date,area,cluster,daily_mean,daily_max,daily_min,peak_valley,load_factor,weekday,is_weekend,month,最高温度,最低温度,平均温度,相对湿度,降雨量
2014-07-02,1,3,9211.555989999999,11736.25936,6426.434656,5309.824704,0.7848800633526557,Wednesday,False,7,33.2,26.6,29.6,77.0,0.0
2014-07-03,1,3,9495.094479000001,11860.913152,6858.550912,5002.3622399999995,0.8005365486888274,Thursday,False,7,33.9,27.2,30.4,74.0,0.0
2014-07-04,1,3,9596.998651999998,11964.58,7009.982464,4954.597536,0.8021174710687712,Friday,False,7,34.5,27.5,30.7,71.0,0.0
2014-07-05,1,3,9321.089482000001,11495.411872,7149.414016,4345.997856000001,0.8108530243012767,Saturday,True,7,34.7,28.3,30.9,72.0,0.0
2014-07-06,1,3,7951.560521999999,8947.78192,6729.688768,2218.0931519999995,0.8886627538638089,Sunday,True,7,36.1,28.3,31.1,70.0,0.0
2014-07-07,1,3,9358.514272000002,11926.936576,6263.542144,5663.394432,0.7846536461702739,Monday,False,7,35.1,27.8,30.5,72.0,14.5
2014-07-08,1,3,9631.507781000002,12069.315616,7262.853472,4806.462144,0.7980160671440015,Tuesday,False,7,35.7,26.9,29.5,82.0,4.3
2014-07-09,1,3,9583.845515999998,12060.30064,6772.7584,5287.54224,0.7946605811975843,Wednesday,False,7,36.0,26.1,30.1,73.0,0.0
2014-07-10,1,3,9752.912235999996,11998.928128,7283.992192,4714.935936,0.8128152891624685,Thursday,False,7,34.5,27.7,30.0,80.0,5.6
2014-07-11,1,3,9474.140837,11855.494336,7104.897376,4750.59696,0.7991350312766917,Friday,False,7,31.9,26.5,28.5,86.0,8.3
2014-07-12,1,3,8965.492243000002,11219.90128,6766.732192,4453.169088,0.7990705104492686,Saturday,True,7,32.7,26.8,28.8,83.0,0.0
2014-07-13,1,2,7534.720636999999,8722.508128,6241.076416,2481.4317119999996,0.863825006114113,Sunday,True,7,33.3,26.7,29.6,79.0,14.3
2014-07-14,1,3,9196.425773000004,11979.58192,5938.731232,6040.850688,0.767675018578612,Monday,False,7,33.3,27.6,30.3,69.0,0.0
2014-07-15,1,3,9612.398328000005,11986.306528,7050.335296,4935.971231999999,0.8019483154001987,Tuesday,False,7,33.7,27.3,30.1,67.0,0.0
2014-07-16,1,3,9576.574460999997,11962.446208,6959.636416,5002.809791999999,0.8005531890789671,Wednesday,False,7,34.6,27.2,30.3,61.0,0.0
2014-07-17,1,3,9633.513377,12041.905024,7005.775936,5036.129088,0.7999991162361786,Thursday,False,7,34.1,27.4,30.6,64.0,0.0
2014-07-18,1,3,9218.492642999996,11776.16032,7035.348928,4740.8113920000005,0.7828097098290859,Friday,False,7,31.8,25.6,28.1,78.0,11.2
2014-07-19,1,3,8695.795569,11073.068128,6301.835296,4771.232832000001,0.7853104007381033,Saturday,True,7,32.9,25.8,28.7,76.0,0.1
2014-07-20,1,2,7499.0568140000005,8635.207168,6197.307808,2437.8993600000013,0.8684281301078334,Sunday,True,7,33.5,26.2,28.9,81.0,14.0
2014-07-21,1,3,8886.277678000004,11535.032512,5753.382784,5781.649727999999,0.7703730066435034,Monday,False,7,32.2,26.2,28.9,81.0,5.6
2014-07-22,1,3,9551.319117000003,12055.167808,6748.075936,5307.091872,0.7923008015418579,Tuesday,False,7,36.0,26.7,30.6,72.0,0.0
2014-07-23,1,3,9932.192387000005,12255.683104,7250.28016,5005.4029439999995,0.8104152418691655,Wednesday,False,7,36.3,28.2,32.1,69.0,0.0
2014-07-24,1,3,9914.603283999995,12296.850592,7516.443424,4780.407168000001,0.8062717530657947,Thursday,False,7,34.4,26.5,31.6,58.0,0.1
2014-07-25,1,3,9304.383910999999,11619.1816,6804.534976,4814.646624,0.8007779059929659,Friday,False,7,25.7,24.7,,,
2014-07-26,1,3,8820.503056,11118.87808,6734.953792,4383.924288,0.7932907432329719,Saturday,True,7,32.7,26.0,28.2,85.0,13.9
2014-07-27,1,2,7459.49249,8744.010592,6119.0416,2624.968992000001,0.853097375799702,Sunday,True,7,32.2,26.2,27.9,84.0,16.6
2014-07-28,1,3,8907.923293000002,11652.35968,5649.053632,6003.3060479999995,0.7644737664843523,Monday,False,7,34.6,25.8,29.4,74.0,0.0
2014-07-29,1,3,9453.801067000002,11844.79936,6803.496256,5041.3031040000005,0.7981394010712902,Tuesday,False,7,35.3,26.7,30.3,71.0,0.0
2014-07-30,1,3,9591.013836,11956.045024,6976.223584,4979.821439999999,0.80218950470222,Wednesday,False,7,35.6,27.4,30.9,67.0,0.0
2014-07-31,1,3,9627.493274999999,11964.129088,7111.430272,4852.698816,0.8046965394795311,Thursday,False,7,36.1,27.3,31.4,69.0,0.0
2014-08-01,1,3,9469.982112999996,11958.612832,7144.677376,4813.935456000001,0.7918963717647345,Friday,False,8,36.7,26.1,31.8,68.0,0.2
2014-08-02,1,3,8866.875708,11304.133792,6578.293792,4725.84,0.7843923179921258,Saturday,True,8,34.6,25.4,29.1,75.0,2.0
2014-08-03,1,2,7571.267698,8808.347488,6124.71856,2683.628927999999,0.8595559732758808,Sunday,True,8,34.7,24.1,28.7,79.0,74.7
2014-08-04,1,3,9114.829344,11724.250912,6061.742464,5662.508448,0.7774338345719635,Monday,False,8,32.9,26.3,29.5,80.0,26.1
2014-08-05,1,3,9568.663358999998,11991.594976,6925.48096,5066.114016,0.7979475105814313,Tuesday,False,8,34.4,27.0,30.3,74.0,0.0
2014-08-06,1,3,9517.853962000003,11828.187808,7016.193952,4811.993856000001,0.8046755865308968,Wednesday,False,8,33.6,27.5,29.8,78.0,0.0
2014-08-07,1,3,9399.163351,11748.75904,6922.36096,4826.398080000001,0.8000132881268113,Thursday,False,8,32.4,26.5,28.9,84.0,5.2
2014-08-08,1,3,9467.378573000002,11896.866208,6758.67856,5138.187647999999,0.795787597126519,Friday,False,8,33.9,26.2,29.9,76.0,0.0
2014-08-09,1,3,9154.241301,11362.410592,6885.926368,4476.484224,0.805660139358569,Saturday,True,8,33.9,27.2,30.1,75.0,0.0
2014-08-10,1,3,7758.337438999999,8822.225344,6484.428448,2337.7968960000007,0.8794082146492039,Sunday,True,8,33.5,27.8,30.1,76.0,0.0
2014-08-11,1,3,9266.743207000001,11944.990048,6149.03968,5795.950368,0.7757849248733004,Monday,False,8,33.7,27.8,29.7,78.0,0.0
2014-08-12,1,3,9492.983008000001,11897.07904,7056.908608,4840.170432000001,0.797925522397807,Tuesday,False,8,33.6,25.7,28.9,84.0,17.8
2014-08-13,1,3,8819.075303000003,11316.836896,6382.252192,4934.584704000001,0.7792880098958707,Wednesday,False,8,29.6,24.7,26.4,93.0,6.1
2014-08-14,1,3,8835.997757999998,11306.976256,6171.99904,5134.977216,0.7814642533905749,Thursday,False,8,31.9,26.0,27.9,87.0,0.4
2014-08-15,1,3,9038.769048000002,11576.30128,6275.432512,5300.868767999999,0.7807993960571836,Friday,False,8,33.9,26.5,29.2,79.0,0.0
2014-08-16,1,3,8715.451449999999,10989.96064,6429.277216,4560.683423999999,0.793037549040758,Saturday,True,8,32.6,25.6,28.6,77.0,15.1
2014-08-17,1,2,7517.754357999996,8738.14096,6085.851712,2652.289248000001,0.8603379588877672,Sunday,True,8,33.4,24.1,28.5,80.0,26.6
2014-08-18,1,3,9153.443787999999,11844.58096,5938.289728,5906.291232,0.7727959156100023,Monday,False,8,34.0,26.6,29.8,74.0,0.0
2014-08-19,1,3,9324.343246999999,11808.34192,7027.1584,4781.1835200000005,0.789640350031463,Tuesday,False,8,32.5,25.2,28.5,83.0,19.9
2014-08-20,1,3,8408.345074,10738.607488,6091.668928,4646.93856,0.783001435092587,Wednesday,False,8,26.6,23.9,24.8,95.0,54.5
2014-08-21,1,3,8597.586868999999,11222.663104,5800.09888,5422.564224,0.7660915051379947,Thursday,False,8,31.9,24.0,26.9,83.0,0.0
2014-08-22,1,3,8764.517727,11147.715616,6189.709408,4958.006208,0.7862164795826454,Friday,False,8,31.0,25.1,27.5,84.0,10.0
2014-08-23,1,3,8559.308433000004,10833.335296,6151.287808,4682.047487999999,0.7900898660600272,Saturday,True,8,32.9,25.3,28.6,78.0,0.0
2014-08-24,1,2,7361.811208,8588.65936,5978.645344,2610.014016,0.8571548712580447,Sunday,True,8,33.5,25.7,29.5,68.0,0.0
2014-08-25,1,3,8926.260377,11706.806848,5679.257536,6027.549312,0.7624846376042302,Monday,False,8,34.7,25.7,29.7,70.0,0.0
2014-08-26,1,3,9390.998313,11807.650912,6740.557216,5067.093695999999,0.795331635647868,Tuesday,False,8,34.3,26.3,30.0,70.0,0.0
2014-08-27,1,3,9449.164279999999,11830.613152,6884.97856,4945.634592,0.7987045268573075,Wednesday,False,8,33.2,26.5,30.1,65.0,0.0
2014-08-28,1,3,9468.561102,11823.34,6932.10112,4891.23888,0.8008364051105694,Thursday,False,8,33.2,27.5,30.1,66.0,0.0
2014-08-29,1,3,9472.753051,11842.773472,6911.789728,4930.983744000001,0.7998762345152116,Friday,False,8,34.0,26.7,29.9,70.0,0.0
2014-08-30,1,3,9010.539982,11133.829408,6839.655136,4294.174271999999,0.8092938783062051,Saturday,True,8,34.4,26.4,30.2,68.0,0.0
2014-08-31,1,2,7346.055780999999,8524.867168,6269.987968,2254.8792000000003,0.8617208498655634,Sunday,True,8,32.5,25.0,28.4,76.0,14.6
2014-09-01,1,3,8516.279525999995,11156.075296,5368.685824,5787.389472000001,0.7633759453966305,Monday,False,9,33.0,25.7,27.4,85.0,23.1
2014-09-02,1,3,9161.077949,11585.051872,6410.39968,5174.652192,0.7907671066317346,Tuesday,False,9,33.9,25.5,29.1,77.0,0.0
2014-09-03,1,3,9474.388597,11824.95808,6838.887328,4986.0707520000005,0.8012196350213192,Wednesday,False,9,34.8,27.0,30.2,71.0,0.0
2014-09-04,1,3,9547.091248,11893.60096,6946.12144,4947.47952,0.8027082193280513,Thursday,False,9,35.1,26.7,30.3,66.0,0.9
2014-09-05,1,3,9209.310216000003,11775.484384,7069.632352,4705.852032,0.7820748527774536,Friday,False,9,32.6,25.0,28.0,78.0,2.4
2014-09-06,1,3,8558.699425999997,10734.942784,6303.954016,4430.988768000001,0.7972748060433441,Saturday,True,9,33.7,24.8,28.7,73.0,0.0
2014-09-07,1,2,6910.255171000004,7954.433632,5948.4184,2006.0152320000007,0.8687300052640635,Sunday,True,9,33.6,27.1,29.5,72.0,0.2
2014-09-08,1,1,4917.576440999998,6028.771552,4302.492832,1726.2787200000002,0.8156846545908061,Monday,False,9,30.5,25.6,27.8,84.0,38.0
2014-09-09,1,2,7812.638258999999,10870.663744,3852.543904,7018.119839999999,0.7186900858111944,Tuesday,False,9,32.2,26.0,28.4,82.0,3.0
2014-09-10,1,3,9082.143046000003,11489.797216,6348.189088,5141.608128000001,0.7904528578931538,Wednesday,False,9,34.2,26.7,29.5,74.0,0.0
2014-09-11,1,3,9298.987943,11616.628768,6684.393472,4932.235296000001,0.8004893785205274,Thursday,False,9,34.2,25.9,29.1,77.0,5.7
2014-09-12,1,3,9089.692867999998,11428.926208,6730.705984,4698.220224000001,0.7953234365654938,Friday,False,9,31.5,26.3,27.9,80.0,7.0
2014-09-13,1,3,8755.256687000003,11091.143104,6373.450048,4717.693056000001,0.7893917340082318,Saturday,True,9,31.2,25.8,27.5,85.0,19.1
2014-09-14,1,2,7715.434138,9181.135936,6105.430048,3075.7058880000004,0.8403572490139415,Sunday,True,9,34.3,26.0,29.0,79.0,0.0
2014-09-15,1,3,8954.425207999999,11645.314336,5946.830752,5698.483584,0.7689294551988639,Monday,False,9,33.6,26.6,29.4,73.0,9.8
2014-09-16,1,3,8678.716125,11019.115936,6385.248928,4633.867008,0.7876054826364249,Tuesday,False,9,28.0,25.4,26.5,85.0,22.1
2014-09-17,1,3,8750.676682,11203.98064,6039.47968,5164.500959999999,0.7810328278110984,Wednesday,False,9,30.6,25.3,27.5,84.0,5.8
2014-09-18,1,3,9028.305358000003,11484.510592,6252.009088,5232.501504000001,0.7861288720730542,Thursday,False,9,33.7,25.5,29.0,76.0,0.0
2014-09-19,1,3,9370.313866999997,11757.929728,6657.49888,5100.430847999999,0.796935692232094,Friday,False,9,34.8,26.6,30.2,71.0,0.0
2014-09-20,1,3,8762.988030999995,10914.515296,6760.767808,4153.747488,0.8028746850729591,Saturday,True,9,31.7,26.5,28.5,66.0,0.0
2014-09-21,1,2,6933.7381970000015,8232.12064,5703.112192,2529.0084479999996,0.8422784966620706,Sunday,True,9,27.7,24.5,26.2,63.0,0.0
2014-09-22,1,3,8192.716639000002,10903.147168,5067.214816,5835.932352,0.7514084248119728,Monday,False,9,30.6,23.5,27.1,62.0,0.0
2014-09-23,1,3,8538.899818000005,10971.0616,5860.634656,5110.426944000001,0.7783111725486989,Tuesday,False,9,31.6,23.5,27.3,65.0,1.3
2014-09-24,1,3,8746.696138999998,11153.924704,6113.90128,5040.023423999999,0.7841810278550002,Wednesday,False,9,31.4,24.4,27.7,72.0,0.0
2014-09-25,1,3,8960.970210000001,11346.385024,6306.430432,5039.954591999999,0.7897643338425109,Thursday,False,9,33.5,25.3,28.7,70.0,0.0
2014-09-26,1,3,9070.551599999999,11415.745024,6473.783584,4941.96144,0.7945650135782149,Friday,False,9,33.1,25.4,28.8,70.0,0.0
2014-09-27,1,3,8974.521684000001,11251.84096,6547.089088,4704.751872,0.7976047400513562,Saturday,True,9,34.0,26.9,29.1,70.0,0.0
2014-09-28,1,3,8407.795197000001,10300.950592,6420.1816,3880.7689919999993,0.8162154669035813,Sunday,True,9,34.0,25.5,29.2,69.0,0.0
2014-09-29,1,3,8954.454006,11274.056896,6263.770048,5010.286848,0.7942530438334946,Monday,False,9,34.1,26.1,29.6,70.0,0.0
2014-09-30,1,3,8420.364339,10878.967168,6566.456416,4312.510751999999,0.7740040216104456,Tuesday,False,9,35.2,26.9,30.3,71.0,0.0
2014-10-01,1,1,4798.733981999998,6561.0016,3894.723232,2666.278368,0.731402653826513,Wednesday,False,10,32.7,23.9,28.2,74.0,44.3
2014-10-02,1,1,4565.6086129999985,5395.132672,3394.698208,2000.434464,0.8462458461299538,Thursday,False,10,32.8,25.3,29.0,71.0,0.2
2014-10-03,1,1,5233.924229,6144.4984,3740.4088,2404.0896000000002,0.8518065899406858,Friday,False,10,33.1,24.4,28.4,72.0,30.6
2014-10-04,1,2,6561.955825,8400.347488,4183.884064,4216.463424,0.7811529028262028,Saturday,True,10,31.7,24.3,27.4,73.0,0.2
2014-10-05,1,2,6913.061733999999,8578.022464,5045.022784,3532.99968,0.8059038971992134,Sunday,True,10,30.4,23.5,27.0,61.0,0.0
2014-10-06,1,2,7702.229016999999,10044.64,5051.414656,4993.2253439999995,0.766799906915529,Monday,False,10,29.6,22.6,26.5,43.0,0.0
2014-10-07,1,2,7856.228470999999,10055.464384,5519.165824,4536.298560000001,0.7812894731645244,Tuesday,False,10,28.8,22.0,25.7,48.0,0.0
2014-10-08,1,2,7881.101512,10135.604704,5456.775136,4678.829567999999,0.7775659906004164,Wednesday,False,10,28.4,21.3,24.9,56.0,0.0
2014-10-09,1,3,8016.002057000001,10324.733152,5575.47952,4749.253632000001,0.7763883035996164,Thursday,False,10,29.5,23.1,26.0,50.0,0.0
2014-10-10,1,3,7986.198384000003,10221.896896,5595.909568,4625.987328,0.7812834022152128,Friday,False,10,29.1,22.5,25.7,54.0,0.0
2014-10-11,1,2,7928.284585999999,10221.417856,5617.553632,4603.864224,0.7756540919952778,Saturday,True,10,31.2,23.2,26.9,54.0,0.0
2014-10-12,1,2,6797.187240999997,8157.102784,5469.808288,2687.2944959999995,0.8332844909509476,Sunday,True,10,30.6,23.3,26.9,51.0,0.0
2014-10-13,1,2,7633.6578020000015,10100.516896,4851.856576,5248.660319999999,0.7557690245558698,Monday,False,10,28.5,22.4,25.5,44.0,0.0
2014-10-14,1,2,7741.784001000003,9959.242144,5374.169728,4585.072416,0.7773466985802814,Tuesday,False,10,27.9,21.4,24.3,49.0,0.0
2014-10-15,1,2,7693.4952120000025,9915.386848,5329.014976,4586.371872,0.7759147807280794,Wednesday,False,10,28.2,19.6,23.9,53.0,0.0
2014-10-16,1,2,7744.091830999998,9990.722464,5374.152832,4616.569632000001,0.77512831118116,Thursday,False,10,29.3,21.2,24.6,64.0,0.0
2014-10-17,1,2,7730.110642999999,9968.843104,5326.287328,4642.555775999999,0.7754270543086681,Friday,False,10,28.7,19.8,24.4,59.0,0.0
2014-10-18,1,2,7488.990379999997,9560.813152,5372.50096,4188.312192,0.7833005687840887,Saturday,True,10,29.2,20.4,24.6,63.0,0.0
2014-10-19,1,2,6318.744234999997,7594.665184,5093.405344,2501.2598400000006,0.8319977355041221,Sunday,True,10,29.9,22.1,25.6,68.0,0.0
2014-10-20,1,2,7718.397468999999,10372.987168,4542.431392,5830.555775999999,0.7440862833428311,Monday,False,10,30.4,21.9,25.7,72.0,0.0
2014-10-21,1,3,8325.223411,10712.050912,5694.503584,5017.547328000001,0.7771829577166969,Tuesday,False,10,32.0,24.2,27.2,72.0,0.0
2014-10-22,1,3,8214.302374,10450.447168,5840.86,4609.587168000001,0.7860240085374307,Wednesday,False,10,29.7,24.5,26.5,61.0,0.0
2014-10-23,1,2,7877.3184049999945,9952.48,5654.308288,4298.171711999999,0.7914930153087466,Thursday,False,10,26.4,23.4,24.5,58.0,0.0
2014-10-24,1,2,7833.995604000001,9988.972192,5506.926208,4482.045983999999,0.7842644321579068,Friday,False,10,26.6,22.4,24.2,71.0,0.0
2014-10-25,1,2,7517.245887999999,9595.0816,5391.034816,4204.046783999999,0.7834478331064948,Saturday,True,10,28.3,21.3,24.3,76.0,0.0
2014-10-26,1,2,6400.824172999997,7680.726208,5122.265824,2558.460384,0.8333618462187993,Sunday,True,10,28.8,22.6,25.2,74.0,0.1
2014-10-27,1,2,7698.512278000001,10289.545024,4674.284704,5615.260319999999,0.7481878217203476,Monday,False,10,31.8,22.9,26.6,66.0,0.0
2014-10-28,1,2,7901.671416000002,10134.795616,5479.617376,4655.178239999999,0.7796576976377776,Tuesday,False,10,29.9,21.9,25.8,60.0,0.0
2014-10-29,1,3,8008.182050000004,10323.816256,5541.905344,4781.910912,0.7756997849846277,Wednesday,False,10,30.3,23.8,26.1,64.0,0.0
2014-10-30,1,3,8021.506985000001,10289.09968,5578.865824,4710.233855999999,0.7796121365790871,Thursday,False,10,29.6,23.2,26.0,67.0,0.0
2014-10-31,1,2,7842.318512000003,10032.943744,5544.402304,4488.54144,0.7816567811107227,Friday,False,10,30.5,22.2,25.8,74.0,0.0
2014-11-01,1,2,7261.965198000003,9277.877536,5293.823584,3984.053952,0.7827183717204869,Saturday,True,11,31.3,22.9,26.2,78.0,0.0
2014-11-02,1,2,5736.063174000003,6778.602784,4577.497696,2201.1050879999993,0.8462014012001449,Sunday,True,11,25.9,22.7,24.3,77.0,1.2
2014-11-03,1,2,6782.311917999999,9080.948128,3919.802944,5161.145184,0.7468726637791889,Monday,False,11,22.6,19.5,20.4,56.0,0.0
2014-11-04,1,2,7252.651347000002,9266.029408,4993.692352,4272.337056,0.7827140437022884,Tuesday,False,11,24.4,19.9,21.6,58.0,0.0
2014-11-05,1,2,7439.722511,9540.623104,5118.237856,4422.3852480000005,0.7797941947712852,Wednesday,False,11,25.4,21.4,23.3,72.0,0.0
2014-11-06,1,2,7491.739027999997,9571.609408,5243.345344,4328.264064,0.782704215002585,Thursday,False,11,23.9,21.2,22.4,84.0,0.1
2014-11-07,1,2,7350.9745710000025,9330.063424,5135.207488,4194.855936,0.787880450211182,Friday,False,11,22.3,17.7,19.8,85.0,1.0
2014-11-08,1,2,6968.838656,8934.409408,5055.45952,3878.949887999999,0.7799999236390489,Saturday,True,11,20.2,16.9,18.2,94.0,9.9
2014-11-09,1,2,5780.684434999998,6924.505984,4669.590592,2254.915392000001,0.8348154291955332,Sunday,True,11,22.5,18.5,19.8,77.0,0.0
2014-11-10,1,2,6937.024028999999,9219.892192,4151.307328,5068.5848639999995,0.7523975209839416,Monday,False,11,23.4,18.6,20.5,82.0,0.0
2014-11-11,1,2,7294.753981999999,9297.266848,5039.565184,4257.701663999999,0.7846127363300566,Tuesday,False,11,22.8,19.5,20.7,87.0,1.7
2014-11-12,1,2,7279.637616000003,9262.50064,5077.452352,4185.048288,0.7859257341978443,Wednesday,False,11,20.7,17.8,19.5,87.0,0.6
2014-11-13,1,2,7240.361184000001,9200.171872,5046.385504,4153.786368000001,0.7869810786943525,Thursday,False,11,19.6,17.4,18.5,73.0,0.0
2014-11-14,1,2,7203.929370999999,9148.137856,5038.189408,4109.948447999999,0.787474946748332,Friday,False,11,21.7,17.2,18.8,71.0,0.0
2014-11-15,1,2,6846.206856000002,8740.392832,4969.66192,3770.730912,0.7832836564204443,Saturday,True,11,25.6,18.2,21.1,67.0,0.0
2014-11-16,1,2,5519.904243000002,6586.887808,4518.811072,2068.076736,0.8380140065989722,Sunday,True,11,26.5,17.7,21.8,69.0,0.0
2014-11-17,1,2,6765.934042000001,9028.193152,3879.82048,5148.3726719999995,0.7494228278114714,Monday,False,11,23.5,17.0,20.1,62.0,0.0
2014-11-18,1,2,7174.142193999996,9109.968448,4930.464064,4179.504384,0.7875046148568172,Tuesday,False,11,22.7,15.1,18.6,64.0,0.0
2014-11-19,1,2,7195.957451999995,9118.42,4982.845504,4135.574496,0.7891671421145324,Wednesday,False,11,23.2,16.7,19.4,60.0,0.0
2014-11-20,1,2,7219.4788,9155.295616,5014.510048,4140.785567999999,0.788557694126564,Thursday,False,11,24.8,15.9,19.9,64.0,0.0
2014-11-21,1,2,7235.328013000001,9175.47904,5013.451552,4162.027488,0.7885504376891913,Friday,False,11,26.1,17.1,21.1,72.0,0.0
2014-11-22,1,2,7008.765659,8942.85808,5007.532672,3935.3254079999997,0.7837277072163936,Saturday,True,11,27.8,18.0,22.3,74.0,0.0
2014-11-23,1,2,5864.029069000001,7039.316416,4707.294016,2332.0224,0.8330395627154035,Sunday,True,11,28.5,19.2,23.1,75.0,0.0
2014-11-24,1,2,7080.761333999999,9447.367168,4218.0616,5229.305568000001,0.7494957280779625,Monday,False,11,28.5,19.4,23.4,75.0,0.0
2014-11-25,1,2,7428.999898000001,9462.94096,5141.008768,4321.932192,0.785062479984024,Tuesday,False,11,27.7,19.5,23.4,79.0,0.0
2014-11-26,1,2,7386.132817999999,9395.15968,5146.7392,4248.420480000001,0.786163627822449,Wednesday,False,11,26.8,19.0,22.5,76.0,0.0
2014-11-27,1,2,7376.1171879999965,9414.708448,5091.3016,4323.406848,0.7834674040880079,Thursday,False,11,27.7,19.7,23.0,76.0,0.0
2014-11-28,1,2,7411.667458999999,9453.63808,5120.229088,4333.408992000001,0.7840016082993521,Friday,False,11,26.9,21.6,23.6,80.0,0.0
2014-11-29,1,2,7056.1053299999985,9057.151552,5138.516416,3918.635135999999,0.7790645093535914,Saturday,True,11,28.2,22.6,24.8,81.0,0.0
2014-11-30,1,2,5563.005402,6592.187488,4580.90128,2011.2862079999995,0.8438785171275153,Sunday,True,11,28.3,23.0,25.2,82.0,0.0
2014-12-01,1,2,6449.135627,8594.407168,3723.242944,4871.164224,0.7503874904847887,Monday,False,12,25.6,16.5,19.9,70.0,0.3
2014-12-02,1,2,6998.600267000002,8955.685984,4733.876896,4221.809088,0.7814700380856947,Tuesday,False,12,16.5,12.4,13.9,82.0,3.6
2014-12-03,1,2,7079.237940000003,9002.762464,4874.905504,4127.856959999999,0.7863406335897749,Wednesday,False,12,17.9,12.8,15.1,92.0,6.0
2014-12-04,1,2,7166.989860999998,9073.794976,4949.853952,4123.941023999999,0.7898558298877745,Thursday,False,12,16.7,10.0,13.4,79.0,8.4
2014-12-05,1,2,7156.666282999999,9103.157536,4948.36096,4154.796576000001,0.786174056056674,Friday,False,12,18.0,11.6,14.0,48.0,0.0
2014-12-06,1,2,6836.140296000001,8742.8416,4875.327808,3867.5137919999997,0.781912861832016,Saturday,True,12,19.2,12.4,15.2,55.0,0.0
2014-12-07,1,2,5742.935664,6897.6784,4584.390112,2313.2882879999997,0.8325896527736056,Sunday,True,12,16.8,13.4,14.7,76.0,0.7
2014-12-08,1,2,6783.431559000001,8899.703104,4064.904544,4834.79856,0.7622087478346514,Monday,False,12,19.6,11.9,14.9,81.0,3.2
2014-12-09,1,2,7106.013664000002,9011.366848,4889.382784,4121.984063999999,0.7885611343829737,Tuesday,False,12,22.7,15.4,18.2,64.0,0.0
2014-12-10,1,2,7150.667515,9039.853792,4957.948288,4081.9055040000003,0.7910158371508317,Wednesday,False,12,23.1,16.2,19.4,66.0,0.0
2014-12-11,1,2,7140.5962249999975,9023.353792,4971.811552,4051.5422399999998,0.7913461435293346,Thursday,False,12,20.1,15.3,17.1,60.0,0.0
2014-12-12,1,2,7157.913763000001,9060.282784,4956.332032,4103.950752000001,0.7900320479665948,Friday,False,12,16.6,11.0,13.1,52.0,0.0
2014-12-13,1,2,6855.1882,8736.894016,4918.45984,3818.4341759999998,0.7846253127765994,Saturday,True,12,16.6,8.2,12.3,38.0,0.0
2014-12-14,1,2,5580.151346999998,6688.216096,4505.642464,2182.5736320000005,0.8343258152704278,Sunday,True,12,18.9,9.5,13.7,45.0,0.0
2014-12-15,1,2,6737.633872000002,8909.042464,3901.02016,5008.022304,0.7562691388244799,Monday,False,12,19.0,13.1,15.5,60.0,0.0
2014-12-16,1,2,7014.665661999999,8885.7184,4811.97904,4073.7393599999996,0.7894314613886481,Tuesday,False,12,17.5,13.9,15.8,44.0,0.0
2014-12-17,1,2,7094.243409999999,9030.537856,4833.214336,4197.323520000001,0.7855837075403539,Wednesday,False,12,15.5,8.8,12.2,24.0,0.0
2014-12-18,1,2,7165.763924999999,9084.294976,4852.912192,4231.382783999999,0.788807931042683,Thursday,False,12,14.5,7.9,11.2,35.0,0.0
2014-12-19,1,2,7202.132050000001,9193.457536,4854.852352,4338.605184,0.7833975435028323,Friday,False,12,13.1,9.5,11.0,79.0,4.7
2014-12-20,1,2,6754.4839630000015,8626.00096,4761.836896,3864.1640639999996,0.7830377012849303,Saturday,True,12,18.1,7.5,12.0,67.0,0.1
2014-12-21,1,2,5688.339730999997,6910.726528,4450.887808,2459.8387199999997,0.8231174693359241,Sunday,True,12,19.2,11.0,14.5,55.0,0.0
2014-12-22,1,2,6731.449680999998,8891.494336,4035.111232,4856.383104,0.7570661833237204,Monday,False,12,16.2,7.8,12.2,33.0,0.0
2014-12-23,1,2,7175.442310999998,9112.796896,4789.606528,4323.190368,0.7874028569812205,Tuesday,False,12,13.4,9.3,11.4,63.0,0.8
2014-12-24,1,2,7095.792178000002,9041.502784,4830.504064,4210.9987200000005,0.7848022997412376,Wednesday,False,12,20.3,10.4,14.3,79.0,0.0
2014-12-25,1,2,7122.141598999999,9055.009408,4861.555456,4193.453952,0.7865416012387205,Thursday,False,12,18.7,15.7,17.0,81.0,0.6
2014-12-26,1,2,7073.389654000001,8960.655616,4805.517856,4155.13776,0.7893830493128061,Friday,False,12,18.1,14.3,15.9,86.0,4.3
2014-12-27,1,2,6912.876737000002,8899.329088,4826.893792,4072.4352960000006,0.7767862800265963,Saturday,True,12,16.0,13.2,14.3,96.0,11.0
2014-12-28,1,2,6078.493121999999,7501.186048,4616.671072,2884.5149759999995,0.8103376030275472,Sunday,True,12,14.5,11.0,12.6,87.0,4.8
2014-12-29,1,2,6707.0431,8738.955616,4224.25984,4514.695776,0.7674879464681332,Monday,False,12,18.0,7.4,11.8,64.0,0.0
2014-12-30,1,2,6627.303336000002,8479.017856,4578.106048,3900.9118080000007,0.7816121452451393,Tuesday,False,12,19.6,7.6,13.3,59.0,0.0
2014-12-31,1,2,5880.430551000001,7797.769888,4313.017216,3484.7526719999996,0.7541169636269217,Wednesday,False,12,21.3,9.0,14.6,62.0,0.0
