area,date,cluster,PC1,PC2
2,2014-04-23,2,-1.5356034384108879,-0.8691782857203996
2,2014-04-24,2,-1.6545889282154937,-1.304481325954342
2,2014-04-25,2,-0.7228902921992176,-1.496316468936479
2,2014-04-26,2,-2.7116499604858317,0.3108944040989404
2,2014-04-27,2,-5.175570420786721,0.59892658783755
2,2014-04-28,2,-2.1625840516954806,-2.20354705495797
2,2014-04-29,2,-1.5672294830906843,-0.8796024982727126
2,2014-04-30,2,-5.950279078153812,0.5799644412321422
2,2014-05-01,1,-15.428964320593685,3.6835320361461577
2,2014-05-02,1,-12.442209075145614,-0.5796702385617252
2,2014-05-03,2,-6.998135026023139,-1.1414110282178604
2,2014-05-04,2,-4.131321645869417,-0.959408845519183
2,2014-05-05,2,-4.448328131287369,-1.0346227474772058
2,2014-05-06,2,-4.168946070706264,-1.0868533216861322
2,2014-05-07,2,-3.7590211798527613,-0.9283800378052633
2,2014-05-08,2,-3.2626124240239083,-1.3703164148549438
2,2014-05-09,2,-3.0301238954932797,-1.0735470002249548
2,2014-05-10,2,-4.1248844145409045,-0.12209021536271994
2,2014-05-11,2,-6.425805996265501,1.0691889841320674
2,2014-05-12,2,-2.1284808786417506,-2.5398891574832154
2,2014-05-13,2,1.9307191876464154,-2.804259701363032
2,2014-05-14,3,4.4990645304157955,-2.218889122614421
2,2014-05-15,3,5.869909641540582,-1.3489795844132184
2,2014-05-16,3,5.233780794054035,-0.7913815669506905
2,2014-05-17,2,2.242323335463341,0.47931991258067796
2,2014-05-18,2,-2.461485607377567,1.3745589978201591
2,2014-05-19,2,2.0858989751258212,-3.169830967917538
2,2014-05-20,2,3.225947612628098,-1.4607819613249249
2,2014-05-21,2,3.116058498515842,-1.4932321895485634
2,2014-05-22,3,3.3392078476313563,-0.8279627571825146
2,2014-05-23,2,1.4251486836916387,-1.4164656043887607
2,2014-05-24,2,0.9611832328024349,-0.6852351416179129
2,2014-05-25,2,0.914625096775921,0.5092881094317933
2,2014-05-26,3,7.0390262615470585,-2.8890881581184362
2,2014-05-27,3,9.86254305552606,-1.1442189116840606
2,2014-05-28,3,10.924297892798311,-0.8036254590547635
2,2014-05-29,3,11.159851449587968,0.18968224398872172
2,2014-05-30,3,10.942370525821508,-0.44760319401536824
2,2014-05-31,3,7.743791330396156,2.0321936110586165
2,2014-06-01,3,3.8127390414783537,4.569649684855423
2,2014-06-02,2,0.6463521716808918,5.094680898730649
2,2014-06-03,3,7.613918682555247,-0.2772520677941982
2,2014-06-04,3,10.909602223581162,-2.1041170553338517
2,2014-06-05,3,12.317546958485604,0.5025795948793376
2,2014-06-06,3,7.275904888214382,0.3806942166175448
2,2014-06-07,3,4.330754660389828,0.6388309160315265
2,2014-06-08,3,3.629367358483956,0.7884598665976518
2,2014-06-09,3,9.922437158679891,-1.3885653096435013
2,2014-06-10,3,10.513001462344196,-0.05337843436754254
2,2014-06-11,3,7.694494936937728,0.8615807330681617
2,2014-06-12,3,7.529799512372858,-1.3489759920857387
2,2014-06-13,3,9.247678011480994,-0.6357809691691496
2,2014-06-14,3,8.94713557463846,1.6388851472028356
2,2014-06-15,3,8.498407318932314,4.040151347225164
2,2014-06-16,3,16.85283982933414,-0.6538376126965102
2,2014-06-17,3,16.353362964879285,2.556044818629345
2,2014-06-18,3,14.879142843843528,0.011686279193017415
2,2014-06-19,3,15.429660856567196,0.9338658874310399
2,2014-06-20,3,14.10825470459131,1.3541070045469452
2,2014-06-21,3,8.47066670192131,2.9749996206358427
2,2014-06-22,3,3.394375908417285,2.450370198571623
2,2014-06-23,3,8.119923889885591,-1.740755500776355
2,2014-06-24,3,8.668516250125741,-1.715675285095716
2,2014-06-25,3,9.316916053330349,-0.2915943967744475
2,2014-06-26,3,12.256104981079595,-1.7832642655800466
2,2014-06-27,3,15.0065037502495,-0.07288621037746765
2,2014-06-28,3,13.824223673091526,2.786655857039017
2,2014-06-29,3,10.253004609368014,4.683923176958979
2,2014-06-30,3,13.733609411533918,0.18953016263936537
2,2014-07-01,3,12.76970451289198,2.0653479127241994
2,2014-07-02,3,13.281422748382155,0.06430640788678645
2,2014-07-03,3,14.44599421092283,-0.371285851951235
2,2014-07-04,3,16.191930939387916,0.18793249379096413
2,2014-07-05,3,14.646249661638937,3.1262947005242543
2,2014-07-06,3,12.37244610516192,4.923403076980212
2,2014-07-07,3,17.467114290271358,0.7686648080758357
2,2014-07-08,3,16.079008674979978,2.466065388046395
2,2014-07-09,3,14.754850148404897,-1.5867471717041544
2,2014-07-10,3,17.259719527530162,1.4891532933029217
2,2014-07-11,3,13.416050526046039,2.2839670523296833
2,2014-07-12,3,8.81588221042404,2.217800869715571
2,2014-07-13,3,6.685140432977824,2.5256088300620076
2,2014-07-14,3,14.439316829292538,-1.2708386617701237
2,2014-07-15,3,15.735325203157126,1.120668894900778
2,2014-07-16,3,15.204157006645872,0.9246102823011895
2,2014-07-17,3,15.920867484864214,0.6775159950444909
2,2014-07-18,3,12.126181496236914,3.073091592845918
2,2014-07-19,3,6.585884288707766,0.6487694417984592
2,2014-07-20,3,4.9672164608429314,2.688244213533649
2,2014-07-21,3,10.305371369712898,-0.848774881361002
2,2014-07-22,3,13.36300639857666,-1.5458081372334218
2,2014-07-23,3,17.85229467628847,0.23093107402513724
2,2014-07-24,3,17.5979440678557,2.6448744422265116
2,2014-07-25,3,12.54409980998354,-0.07442032420903384
2,2014-07-26,3,8.929091821549356,3.135319197999021
2,2014-07-27,3,4.490384562405647,3.1068614319669425
2,2014-07-28,3,11.325919988350849,-1.699456441765048
2,2014-07-29,3,14.360683828369591,0.1414852314161675
2,2014-07-30,3,15.901979077693177,0.6583756008543815
2,2014-07-31,3,17.33118214542615,1.1147841034189119
2,2014-08-01,3,17.37586318385942,2.6539546940828522
2,2014-08-02,3,11.82607859739001,3.025865315469184
2,2014-08-03,3,7.26417581506705,2.7713695028364724
2,2014-08-04,3,14.939131106419175,-0.26816061457095464
2,2014-08-05,3,16.025930267259373,0.7803857987947308
2,2014-08-06,3,14.311737297504258,0.970390450239207
2,2014-08-07,3,13.136601295062247,0.8531846910491404
2,2014-08-08,3,12.897576542910238,-1.018181421669295
2,2014-08-09,3,11.457297579066864,2.241796608655371
2,2014-08-10,3,8.519879150562316,3.9651762678990536
2,2014-08-11,3,13.803150356138048,-0.3652420660989782
2,2014-08-12,3,14.473613719221907,1.516655155203682
2,2014-08-13,3,8.366599541546865,0.64538276754903
2,2014-08-14,3,7.744303840584208,-0.863014514631947
2,2014-08-15,3,8.97320441894462,-1.3525944326203354
2,2014-08-16,3,6.208535351496841,1.064292654943474
2,2014-08-17,3,4.970326662039506,2.0222710767491927
2,2014-08-18,3,13.524879047036453,-1.391618078448975
2,2014-08-19,3,12.145429391845063,2.8237172192078996
2,2014-08-20,3,4.860894965929607,0.47958263028826537
2,2014-08-21,3,5.704075299443716,-2.366392564911568
2,2014-08-22,3,7.193727015927061,-1.1854350979329629
2,2014-08-23,3,6.323277421451315,-0.0014101446368544235
2,2014-08-24,3,4.82138800459452,2.456831969502715
2,2014-08-25,3,11.522295402150982,-1.7045287744265412
2,2014-08-26,3,14.167751099888035,-0.007341861505786928
2,2014-08-27,3,14.644516052872802,0.4767831532542519
2,2014-08-28,3,14.325116233466495,0.939422778345708
2,2014-08-29,3,14.249855935122357,0.3639165240273974
2,2014-08-30,3,12.2251461982799,2.889328515723189
2,2014-08-31,3,6.892511885610668,5.433142293766444
2,2014-09-01,3,10.190399225940709,-1.8387085392644384
2,2014-09-02,3,13.640322496711486,-0.7616445876855278
2,2014-09-03,3,15.106533221454479,0.22762971051295183
2,2014-09-04,3,15.003693018923729,0.1774866414141124
2,2014-09-05,3,13.191687035851135,3.0991310486095536
2,2014-09-06,3,8.25167038417558,1.28768876243475
2,2014-09-07,3,5.2369309398495485,4.935714905057002
2,2014-09-08,2,-2.7030041129351137,6.560104147679094
2,2014-09-09,3,7.429241476491494,-3.291280300411281
2,2014-09-10,3,12.468410455975938,-1.1078872589968496
2,2014-09-11,3,14.390093760210696,-0.1519239619232451
2,2014-09-12,3,13.239443298682078,1.2715768791890636
2,2014-09-13,3,9.160184016408829,1.450233956716421
2,2014-09-14,3,7.550013540685292,1.7260246209447865
2,2014-09-15,3,13.882279174338082,-1.2432485663964832
2,2014-09-16,3,9.305471892652514,1.3709645481167483
2,2014-09-17,3,8.773380257595873,-1.9097250210896461
2,2014-09-18,3,11.069082821500677,-1.8448285029480656
2,2014-09-19,3,13.69061772076921,-1.1001648899057643
2,2014-09-20,3,6.709699740604114,3.651276618034828
2,2014-09-21,2,-1.1196636386467644,2.7176161099769702
2,2014-09-22,3,4.151618181622893,-2.867181955660502
2,2014-09-23,3,5.664903832365673,-1.7244380178914271
2,2014-09-24,3,7.050924303839797,-1.6459436977210045
2,2014-09-25,3,9.073493376633083,-1.37465843338304
2,2014-09-26,3,10.465071566887426,-0.7482853989412392
2,2014-09-27,3,9.067698086401894,1.2937627401035023
2,2014-09-28,3,9.506359495138703,0.3169699259399531
2,2014-09-29,3,11.516037878068422,-0.44584558402057484
2,2014-09-30,3,10.128089931345306,2.043325468766664
2,2014-10-01,2,-3.6489530465899542,7.427512557217566
2,2014-10-02,2,-4.625751093051752,3.1503699871528
2,2014-10-03,2,-3.34664282578093,2.6201168031044624
2,2014-10-04,2,-0.8692550558766126,1.32779858700349
2,2014-10-05,2,-1.6955443443445202,2.4134727528599655
2,2014-10-06,2,-1.2347751150928297,-0.18303246122175912
2,2014-10-07,2,-1.0050611992590894,0.1368356035210209
2,2014-10-08,2,0.36280354168198486,-1.2583109913054145
2,2014-10-09,2,1.0725417022561379,-1.4441645628899193
2,2014-10-10,2,1.4078086078926682,-1.2495245570206182
2,2014-10-11,2,1.519266797833803,-0.9139749953863004
2,2014-10-12,2,-2.646922378567243,1.8757995272485206
2,2014-10-13,2,-0.6381585170930019,-1.51753799718236
2,2014-10-14,2,-0.9964375660024354,-1.0764713620417574
2,2014-10-15,2,-1.1687193206556301,-1.288469093687949
2,2014-10-16,2,-0.44141955282208645,-1.6165174426890045
2,2014-10-17,2,-0.19980266567284724,-1.4486852315711267
2,2014-10-18,2,-1.8841330369926317,-0.13921288069367188
2,2014-10-19,2,-4.078763056980855,0.9586614591672218
2,2014-10-20,2,1.6419668804741885,-3.14487469211945
2,2014-10-21,3,4.566819729588167,-2.020233942303536
2,2014-10-22,2,2.3979886704706503,-0.8180086221796807
2,2014-10-23,2,-0.13906896836228674,-0.26424268945766366
2,2014-10-24,2,-0.3437141356492342,-1.2418861884682029
2,2014-10-25,2,-1.8129825840711626,-0.1397570293298651
2,2014-10-26,2,-4.276954193224897,0.9708282948755044
2,2014-10-27,2,0.8070152100378039,-3.022138549943824
2,2014-10-28,2,1.3171620328861156,-1.2319994717761882
2,2014-10-29,2,2.17864239439092,-1.809265105564518
2,2014-10-30,2,2.1965368689454845,-1.441440714023621
2,2014-10-31,2,1.3631163613046382,-1.1004773450934462
2,2014-11-01,2,-1.1108415783315828,0.38610473368232573
2,2014-11-02,2,-5.909819685423816,2.8359106261537517
2,2014-11-03,2,-4.82353586792984,-1.8834127340596074
2,2014-11-04,2,-3.856939509532049,-0.947699027881838
2,2014-11-05,2,-2.7091857578141383,-1.4682603772149458
2,2014-11-06,2,-3.378707890867964,-0.6489848752492284
2,2014-11-07,2,-4.060553980970833,-0.9241350301710843
2,2014-11-08,2,-6.362472854820902,0.26554996937850384
2,2014-11-09,2,-8.828254043192464,0.9733019516421353
2,2014-11-10,2,-5.042699998789293,-2.024420656883258
2,2014-11-11,2,-3.9041344683352084,-1.0178397606440122
2,2014-11-12,2,-4.150263391555001,-0.8360688056029588
2,2014-11-13,2,-4.2558632330947646,-0.9090807853955218
2,2014-11-14,2,-4.604127275495073,-0.673788840717051
2,2014-11-15,2,-6.0594797202499215,0.10828138904108191
2,2014-11-16,2,-9.038844401697538,1.152944182504725
2,2014-11-17,2,-5.593402255137584,-2.1675769308936927
2,2014-11-18,2,-4.6043705528416785,-1.069928054905654
2,2014-11-19,2,-4.382875698088575,-0.9694983876046918
2,2014-11-20,2,-4.3238882514732575,-1.1413863167187628
2,2014-11-21,2,-4.108557457335675,-0.9640060818703883
2,2014-11-22,2,-5.358642663953937,-0.19809232921923917
2,2014-11-23,2,-7.831499021155402,0.7986807449096123
2,2014-11-24,2,-3.8380936806023644,-2.47223509462515
2,2014-11-25,2,-2.3578979748665367,-1.5793546499005116
2,2014-11-26,2,-3.128621503503193,-1.3518364715953346
2,2014-11-27,2,-2.2822575490222654,-1.5009732861062022
2,2014-11-28,2,-2.1416868558334556,-1.355496302740615
2,2014-11-29,2,-3.714719381252217,-0.18240686886669336
2,2014-11-30,2,-6.909857081170113,1.030746079218861
2,2014-12-01,2,-7.037597006143553,-1.1657524395193253
2,2014-12-02,2,-5.6127445892882655,-1.4333295820877248
2,2014-12-03,2,-4.6563940712726835,-1.426561978488683
2,2014-12-04,2,-4.40054407707346,-1.323622850136696
2,2014-12-05,2,-4.300658508142894,-0.9867676478093522
2,2014-12-06,2,-6.257469308990461,0.1370694368247812
2,2014-12-07,2,-8.041001562043297,0.39358098710184275
2,2014-12-08,2,-5.143165433801345,-2.096356366160348
2,2014-12-09,2,-4.217262561566945,-1.051958155246977
2,2014-12-10,2,-4.335970588564315,-0.9483683792735347
2,2014-12-11,2,-4.237428786009208,-0.9858656413207698
2,2014-12-12,2,-3.9674015415253057,-1.0157063088458373
2,2014-12-13,2,-5.317142490203647,-0.07373242248659709
2,2014-12-14,2,-8.307327605465957,1.106793656504563
2,2014-12-15,2,-5.398684760552963,-2.165209500720409
2,2014-12-16,2,-4.48068974854707,-1.1637438749848856
2,2014-12-17,2,-3.596398202725321,-1.4303854106915737
2,2014-12-18,2,-2.920188743704482,-1.3330219290610021
2,2014-12-19,2,-2.6248553849444356,-1.4697002459197255
2,2014-12-20,2,-4.602881745947457,-0.017038607343204146
2,2014-12-21,2,-7.036875553196605,0.5873767798441475
2,2014-12-22,2,-4.698906998362868,-1.6256174293718821
2,2014-12-23,2,-3.2636572497334337,-1.808440014124942
2,2014-12-24,2,-3.5907954440231196,-1.1885179065050793
2,2014-12-25,2,-3.8663163546026795,-1.1408193400561228
2,2014-12-26,2,-4.127641211906431,-1.0995701744147832
2,2014-12-27,2,-5.16277066834166,-0.6868099672340707
2,2014-12-28,2,-6.986443870357525,-0.05890994437949415
2,2014-12-29,2,-4.946553871462873,-1.7260915081505646
2,2014-12-30,2,-5.092985554621828,-0.7786740663375494
2,2014-12-31,2,-7.354863125596304,0.2502448367755579
