YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
20090605,5440.167377,5328.402813,5129.713833,5110.227697,4952.251266,4893.298643,4779.411719,4691.223199,4681.382549,4610.514737,4590.442236,4390.61273,4416.066209,4462.778208,4416.483503,4314.957483,4329.0963,4156.385181,4294.613964,4242.107961,4186.06495,4198.118849,4142.891414,4175.671497,4223.566217,4345.28463,4330.059704,4329.216677,4514.074621,4525.775246,4799.920526,4996.754284,5469.893997,6056.576381,6529.022738,6760.473759,6937.272846,7199.946809,7322.809531,7460.164441,7639.964029,7580.883075,8274.551415,8565.737073,8196.305395,7880.213338,7859.794062,7733.08917,7430.565764,7004.799687,7090.950625,7062.834399,7123.40537,7255.862944,7355.303561,7385.221562,7552.897993,7579.152401,7645.846497,7721.970642,7739.384276,7780.0362,7651.450575,7737.874762,7742.235979,7820.39208,7801.200436,7720.310099,7593.232533,7587.484507,7513.83037,7265.55208,7130.629736,6927.903519,6979.588611,7124.901595,7170.457936,7206.840502,7456.263101,7491.708356,7413.731899,7313.30421,7418.113486,7335.93528,7396.371809,7226.586792,7123.93208,7147.616958,7075.212278,7012.50042,7002.647936,6893.399358,6854.359186,6397.505773,6435.254778,6139.899284
20090606,6055.160181,5935.734169,5867.11472,5810.061357,5591.219366,5410.004548,5368.635115,5397.515313,5239.982657,5249.038092,5112.185642,5015.746884,5038.248265,4828.968437,4948.404828,4782.837953,4670.7206,4823.930354,4844.242639,4720.324654,4713.085641,4564.228471,4603.93222,4596.75907,4629.982928,4596.987796,4527.777229,4723.1394,4732.016258,4819.342254,4885.833232,5108.73477,5403.706241,5927.701793,6180.798849,6505.219811,6673.246703,6831.018561,6849.320715,7038.904984,7267.806069,7340.249161,7406.179285,7460.805708,7439.934606,7719.994655,7597.098371,7574.966463,7099.579745,6819.749392,6858.469852,6878.113807,6824.003618,6972.71005,6992.100641,7270.613734,7257.16449,7331.953915,7283.6387,7246.569762,7242.069835,7229.353717,7299.680172,7229.512894,7228.863479,7317.840609,7227.460083,7214.556464,7156.057122,7063.793438,7084.843602,6848.084547,6822.131809,6716.927549,6658.540436,6896.288503,6894.600412,7080.54204,7092.626785,7148.48472,7182.798955,7154.271061,7141.460271,7157.063594,7074.190674,7109.239005,7028.48796,7013.254983,7009.274588,6884.326463,6838.797476,6850.038224,6679.775288,6443.706776,6262.91546,6133.760542
20090607,6040.343043,5904.030107,5780.020748,5618.121637,5576.165354,5647.507787,5489.549786,5377.576866,5266.348906,5193.895338,5176.95875,5038.946374,5103.027484,4908.486127,4847.579827,4837.106834,4857.947187,4681.871332,4739.704284,4626.169761,4656.982393,4663.045863,4604.225839,4556.305608,4473.332681,4614.376792,4638.065453,4593.760412,4653.327821,4623.391875,4813.31157,4935.189063,5183.99028,5485.668331,5635.801439,5879.331579,6057.994424,6238.768668,6235.155321,6382.283175,6546.381373,6601.349236,6708.140222,6674.283536,6728.866406,6781.938889,6865.316694,6797.555016,6427.763759,6311.156373,6189.76194,6267.809498,6206.299276,6210.889704,6197.340938,6188.865757,6247.623701,6165.037804,6249.874877,6161.204655,6158.764523,6232.471234,6182.737491,6061.660345,6045.874662,6062.709885,6159.779531,6081.342615,6147.529983,6200.8762,6227.02352,6113.687459,6091.161537,6114.258207,6020.294695,6146.994737,6223.260502,6369.548627,6425.989144,6402.336858,6353.291233,6339.297722,6441.784236,6391.676752,6445.666661,6390.937418,6294.962417,6354.970691,6300.678627,6162.294062,6116.049506,5969.161727,5800.835493,5657.390535,5531.688914,5390.094425
20090608,5279.296078,5095.449844,5013.922508,4946.274514,4908.119564,4722.445074,4630.24347,4651.998339,4545.683914,4579.852746,4373.549654,4360.221078,4326.986259,4307.812269,4190.493873,4223.372023,4217.24657,4195.192262,4094.243586,4280.501628,4268.911389,4303.196233,4121.866373,4051.596275,4168.571291,4282.773174,4405.26361,4462.547154,4488.725708,4597.052689,4834.273561,5116.81875,5536.992583,6043.97676,6510.293396,6699.156373,7012.850493,7112.171703,7220.779984,7505.020345,7605.116488,7732.963264,7716.435337,7824.231825,7971.079737,7928.271891,8027.512106,7864.83069,7482.767672,7141.720231,7046.727064,7005.919358,6967.964325,7160.038972,7135.353733,7365.201538,7348.497944,7424.95509,7439.03949,7443.814606,7459.867912,7410.097212,7499.64509,7455.379819,7481.518215,7502.868109,7425.184786,7491.664318,7482.229128,7455.63037,7259.439819,7102.004745,6938.769071,6982.256111,7054.398988,7046.605814,7004.348734,7095.301851,7172.850247,7311.457912,7161.022746,7289.2938,7172.522969,7127.120082,7089.560033,6954.622557,6956.555379,6748.444498,6576.236809,6480.436505,6412.527969,6217.628585,6120.777771,5900.719885,5711.526817,5610.189268
20090609,5311.168338,5192.434227,5119.99259,5101.157615,4920.094893,4753.379441,4671.202787,4635.633372,4573.977747,4541.924679,4489.297911,4445.969951,4412.986653,4353.933635,4344.65995,4264.630682,4256.047443,4201.92639,4220.287714,4165.853545,4170.005921,4194.464277,4160.705173,4203.144128,4175.614655,4268.063997,4325.405353,4425.732162,4416.798947,4606.109482,4801.26417,5053.46611,5445.835378,6086.562088,6435.618528,6749.198964,6898.6263,7194.630724,7284.244465,7451.656571,7481.008092,7590.35949,7697.934236,7769.130781,7868.431233,7991.163684,7997.653372,7816.456111,7339.00921,7029.454177,6973.162361,6812.613684,6825.971069,6851.578972,6985.363215,7144.451266,7116.79676,7209.795995,7218.925247,7258.544606,7210.111924,7253.862319,7317.641274,7313.686875,7310.87921,7317.377434,7363.659917,7289.370139,7257.34588,7295.717722,7184.829359,6928.227887,6908.95292,6739.703537,6800.607121,6759.618413,6904.631958,7009.293988,7132.819802,7070.044021,7040.905609,7035.288339,6997.722179,6956.34324,6974.073191,6913.284358,6833.310477,6766.06222,6678.693059,6575.25546,6472.031455,6326.345797,6119.998667,5881.995781,5639.547385,5512.797097
20090610,5355.787368,5169.392944,5038.99565,4913.902122,4932.741365,4776.137484,4771.176225,4641.944095,4627.467912,4480.319688,4554.857689,4465.689663,4405.957451,4302.009244,4332.478981,4324.790567,4263.823545,4238.454359,4188.65097,4224.584523,4227.42963,4225.438511,4199.511866,4207.279917,4253.426891,4284.785148,4370.013519,4388.124292,4513.160493,4632.595041,4826.703487,5076.701102,5454.186884,6128.646217,6490.866818,6782.529425,6982.530427,7178.838833,7343.473635,7487.843585,7554.509745,7677.809646,7732.513766,7823.245723,7864.340937,8046.674359,8020.55449,7937.378833,7517.274161,7241.352229,7266.035625,7247.467788,7188.47588,7333.006365,7439.506448,7641.776571,7703.523667,7783.864111,7764.498158,7829.309096,7763.494111,7801.937927,7866.087713,7877.080723,7817.174687,7890.357598,7868.687895,7860.823717,7726.045321,7692.408922,7574.111505,7404.107656,7221.952229,7137.252023,7172.905634,7289.075938,7298.131858,7473.388257,7486.373356,7563.15875,7517.167073,7634.781028,7486.681234,7528.496382,7436.556193,7382.366464,7308.945321,7271.860863,7173.580172,7059.212516,6916.717188,6806.857122,6583.341283,6306.398717,6176.688668,6057.771324
20090611,5875.158833,5674.053874,5614.148808,5473.607254,5351.584358,5233.735469,5183.450378,5069.57005,4991.849285,4914.022402,4775.711266,4822.70505,4717.381965,4721.014712,4652.507977,4608.643898,4604.868076,4567.716785,4560.347986,4565.909869,4624.737944,4562.525345,4434.898371,4481.060962,4479.480444,4590.939943,4586.93491,4692.630378,4730.628964,4772.152821,4986.621858,5183.931595,5703.633248,6221.133486,6620.66213,6891.252845,7075.201899,7286.357319,7455.976563,7574.518323,7642.613972,7777.450568,7687.331554,7744.421389,7784.442813,8180.378092,7759.385773,7614.051061,7175.233149,6808.541333,6823.971899,6804.69926,6795.677484,6784.747524,6884.799144,7102.661629,7125.696316,7223.220213,7414.541752,7367.024071,7334.067254,7382.107377,7287.74083,7360.178684,7392.772236,7489.372887,7518.655247,7532.168026,7502.426274,7430.666644,7234.358141,7116.304194,7170.048693,7128.464696,7209.319531,7126.134465,7131.742229,7244.328092,7169.286661,7174.778413,7065.85042,7011.155806,7022.800559,6945.891587,6961.180436,6788.753042,6726.162434,6663.833726,6514.822714,6364.94588,6186.132006,6041.112253,5963.828182,5661.969129,5541.017113,5420.619161
20090612,5136.050649,5087.29583,4992.904548,4934.555362,4714.669457,4575.591439,4688.968725,4518.422549,4559.041299,4340.188832,4368.225518,4440.464425,4393.732541,4158.736752,4196.008808,4228.948068,4217.730115,4202.573865,4093.924359,4057.643643,4200.704869,4117.662878,4191.219918,4101.313528,4188.166455,4241.569514,4349.714523,4382.605962,4449.835304,4498.190871,4695.831184,4966.038264,5343.790699,5883.360765,6153.046373,6521.569161,6703.436595,6941.63125,6980.441241,7191.242417,7329.240049,7345.15028,7424.567672,7556.805444,7557.866333,7684.827887,7612.965049,7500.708404,7142.118125,6767.376958,6730.326644,6852.695345,6714.265675,6922.363849,6904.613043,7135.620871,7188.934399,7277.238446,7339.082154,7275.093873,7294.803594,7381.682517,7348.839384,7506.242254,7504.801998,7532.513734,7500.20963,7460.124186,7531.460411,7498.980543,7375.70528,7182.787121,6981.168741,6891.804096,7011.16667,7037.90278,7220.205453,7217.760083,7247.594276,7340.557524,7367.494424,7327.137089,7230.485707,7226.248068,7152.957681,7021.166497,6983.814901,6885.237681,6905.131217,6704.656661,6697.457418,6490.832771,6349.894293,6025.111521,6040.530156,5732.145428
20090613,5692.317713,5446.038981,5460.617887,5312.136398,5232.292788,5099.649556,4971.935864,4962.758306,4917.376274,4782.928939,4688.32028,4634.565305,4606.187179,4546.047179,4326.331703,4457.360855,4276.447319,4317.568141,4283.716596,4225.981226,4222.888963,4195.067229,4206.907631,4159.944499,4190.697088,4198.588717,4219.454096,4347.28671,4307.570157,4480.723208,4638.865024,4845.34194,5208.054622,5698.584301,5919.329432,6090.763643,6334.820493,6489.831925,6599.953988,6741.32528,6908.013766,6960.81009,7116.631957,7208.408701,7262.774194,7361.468396,7339.69403,7259.672813,6872.108149,6663.754186,6610.273915,6573.585411,6562.415279,6645.791241,6794.959005,6913.223733,6873.916908,6893.698215,6924.956562,6881.962088,6860.282879,6885.47116,6876.198833,6957.820453,6922.315543,6853.969828,6819.238396,6921.179285,6921.11866,6954.295279,6855.689153,6738.886118,6769.337813,6622.184351,6645.461538,6800.123964,6869.472368,6948.381965,6955.803338,7012.261703,7043.988075,7018.121085,6923.139655,6816.280575,6927.902549,6776.213076,6741.912615,6687.142632,6646.049358,6465.539342,6431.259736,6400.20829,6180.365453,5980.061423,5723.558503,5533.798955
20090614,5348.472113,5352.355896,5096.525477,5107.077525,4863.290238,4888.295674,4804.635502,4700.144095,4570.842319,4485.655658,4523.328421,4421.623339,4393.094572,4297.148865,4206.080609,4268.447632,4215.994203,4152.560083,4120.923339,4214.688001,4128.589055,4129.549646,4181.259473,4051.204104,4109.838955,4063.809836,4238.642927,4198.026505,4169.91542,4229.301924,4442.740724,4434.401925,4721.792846,5021.708989,5161.881167,5380.361348,5571.704712,5697.035502,5788.053512,5994.210231,6119.229457,6232.070139,6381.565181,6398.651925,6566.460082,6658.082014,6754.560542,6542.346464,6283.067986,6145.086456,6230.445971,6145.243693,6135.809473,6143.620592,6076.509687,6367.780608,6229.060132,6330.496233,6241.315403,6249.901455,6305.044597,6323.690616,6281.783512,6206.784276,6368.638767,6328.160764,6307.340781,6327.229564,6285.200337,6349.798651,6431.722911,6290.864458,6262.291168,6246.178207,6368.309646,6386.008363,6353.151941,6424.267879,6467.839309,6505.83741,6429.740231,6444.549318,6300.108849,6444.550773,6351.2262,6366.264498,6335.603865,6122.52833,6232.811316,6032.835049,5998.378709,5820.91653,5706.750246,5407.216283,5290.159787,5096.523537
20090615,5010.785625,4902.829087,4797.752673,4741.707237,4517.770321,4597.613446,4451.362763,4441.454795,4284.41713,4256.457171,4240.074162,4200.241209,4231.042977,4109.215148,4067.64444,4025.249523,4104.606678,4144.966341,4081.46403,3933.117565,4017.725912,4030.036958,4037.817813,3981.990724,4037.296826,4124.621464,4281.782319,4253.937014,4230.838404,4545.74968,4697.021374,4889.0288,5230.371703,5918.474959,6398.69412,6778.356776,7008.43903,7216.58745,7305.754991,7503.061333,7638.020246,7686.853635,7752.559786,7857.091448,7906.492287,8011.490131,7966.710954,7794.815411,7493.876694,7294.124885,7327.755658,6893.041234,7282.18176,7216.62722,7368.235213,7257.218519,7527.02625,7444.838635,7409.958405,7487.196595,7070.385946,7352.208873,7281.353865,7478.66884,7399.468437,7455.276611,7476.223955,7417.712779,7513.00199,7400.373059,7289.065559,7088.4262,6997.848667,6843.631859,6957.796785,6943.528667,7011.343889,7063.280502,7207.094351,7190.182401,7191.720724,7069.681629,7076.095172,7067.726012,7012.0387,6953.825896,6879.95671,6850.18838,6681.821891,6414.354285,6504.346908,6280.130535,6141.72463,5755.288076,5766.732912,5461.720971
20090616,5417.002031,5167.838907,5077.199391,5023.69778,4910.971267,4910.639721,4810.337162,4677.355691,4696.405715,4489.559326,4537.793158,4541.795863,4525.706958,4448.254301,4408.024424,4344.943578,4450.1038,4218.917492,4279.578964,4233.768774,4254.319194,4331.995921,4248.783889,4291.215666,4189.284186,4329.373914,4404.130165,4489.20935,4598.418158,4679.228955,4802.401883,5101.168479,5660.699787,6158.090567,6534.784441,6749.431085,7007.04417,7217.08991,7321.727302,7505.956201,7798.846925,7856.917236,8037.414836,8020.961793,8155.921579,8169.972417,8232.271152,8303.990527,7441.229556,7123.622747,7069.502179,6909.004621,6753.307302,6872.089137,6903.909696,7124.572377,7079.616078,7193.1862,7231.90375,7292.389943,7306.443109,7184.654177,7262.392014,7324.49801,7339.624384,7284.464655,7364.164802,7336.353059,7351.307549,7298.141752,7224.553963,7011.266677,6925.772623,6786.020649,6815.294861,6881.967714,6962.979786,7147.349917,7109.726333,7215.789819,7244.709399,7189.902944,7196.046924,7042.972097,7064.939687,6985.579137,6954.251241,6782.261899,6625.460526,6671.651538,6450.28745,6411.418774,6195.166974,5865.936267,5827.64639,5532.132689
20090617,5396.286226,5114.848001,5074.918339,5089.877097,4965.243446,4895.377838,4706.607787,4733.028841,4703.556167,4583.028914,4560.074252,4413.978478,4402.931924,4393.11824,4286.750271,4353.830912,4176.504145,4188.253076,4265.574589,4268.856875,4233.838323,4265.330634,4243.607969,4280.628504,4279.882089,4362.395139,4345.613363,4513.994111,4612.679292,4726.550502,4857.99171,5134.635904,5608.523002,6213.264943,6717.857779,6936.184021,7142.54153,7425.887648,7515.568125,7728.386998,7809.687936,7813.295172,7999.112155,8070.808832,8142.8162,8193.986513,8203.530246,8097.418454,7637.862524,7399.002837,7389.474236,7304.240724,7357.174885,7497.478207,7563.070674,7676.383552,7691.661925,7744.241842,7804.057377,7838.115823,7787.666899,7821.243158,7732.752483,7918.535904,7802.356094,7945.979144,7917.808404,7917.867089,7832.909736,7839.530083,7575.698134,7419.223651,7184.258611,7223.946743,7194.283076,7208.74403,7281.630024,7395.172113,7527.174951,7657.836958,7537.790049,7570.029745,7442.405099,7537.083889,7450.892599,7425.503528,7306.886884,7188.666776,7035.871406,7070.289819,6984.947861,6847.092722,6594.566899,6264.769227,6099.850797,5906.094655
20090618,5753.763915,5622.581891,5533.745896,5373.330691,5341.524391,5218.313051,5139.016521,4996.374917,5010.932483,4874.450379,4866.155715,4778.166045,4803.989967,4672.4763,4690.733931,4571.874399,4628.522787,4584.342294,4538.846481,4589.523355,4461.610231,4552.557722,4454.926349,4578.132451,4529.416044,4507.219243,4559.897615,4642.879951,4736.140213,4912.117031,4994.713404,5455.417426,5799.097253,6478.351102,6733.553446,7104.613948,7366.276686,7612.447845,7756.967854,7892.061694,7873.635477,8091.12296,8158.13444,8231.036924,8260.540444,8253.439753,8334.439506,8227.616316,7792.465198,7468.190609,7427.085016,7525.332533,7498.023347,7599.952014,7643.552738,7832.813027,7959.875461,8023.008881,8067.463108,8046.747303,7987.284654,8079.386348,8102.999737,8171.99574,8130.692073,8134.422402,8184.531826,8129.506151,8069.633289,7923.417138,7757.690601,7630.980568,7414.051611,7292.283437,7258.107524,7390.488371,7458.090387,7581.4287,7762.722088,7723.480641,7721.06699,7819.969063,7717.613208,7768.386694,7660.060198,7715.345057,7719.906094,7658.96662,7580.190592,7389.652813,7425.514392,7386.598865,7160.895288,6918.371135,6691.658273,6466.316118
20090619,6286.084589,6172.82574,6103.20787,6024.745831,5839.364087,5815.345723,5629.550856,5655.090568,5489.061488,5494.262919,5454.521825,5241.144038,5324.529991,5131.680896,5188.103759,5072.957969,5040.676563,5039.393544,5066.444613,4982.181004,4896.499934,4942.949063,4956.734606,4798.563108,4797.696801,4785.497887,4960.086538,4997.086703,5021.412072,5190.172187,5290.779326,5582.026094,6189.143371,6703.741078,7134.220773,7429.632236,7818.354983,7899.556496,8104.557072,8203.43829,8341.752336,8465.17727,8496.165181,8587.832994,8580.755098,8584.355641,8689.822286,8531.042598,8242.444803,7819.48125,7993.871924,7898.994769,7935.001266,7975.928767,8168.346891,8325.01227,8432.92574,8390.220132,8478.620888,8519.190362,8438.188766,8451.418208,8380.148816,8461.5,8353.661414,8425.179902,8354.369902,8415.06319,8414.750559,8403.901497,8073.280198,7954.843586,7635.710773,7571.070361,7616.572188,7679.15329,7701.243585,7956.579983,8019.320165,8144.112993,8058.201645,8177.788289,8149.106941,8099.058142,8188.52454,8071.267254,7943.608076,7971.6888,7903.624967,7863.01194,7764.822623,7757.783915,7629.687073,7274.05801,7268.218125,7113.76454
20090620,6917.772936,6741.564967,6688.38171,6567.096111,6482.971891,6330.381094,6325.344951,6222.953594,6115.783338,5986.688075,5941.50208,5807.290164,5825.389588,5742.479614,5725.101094,5725.700263,5661.711497,5600.334359,5490.383404,5442.94245,5486.139654,5332.517262,5264.458667,5289.300658,5194.005724,5152.139457,5086.795601,5178.448767,5201.009318,5283.609959,5350.061167,5634.205304,5977.800838,6356.321998,6641.21546,6894.304465,7122.704351,7234.092361,7390.359943,7551.046069,7738.758141,7786.411719,7823.099835,7937.124111,7941.109162,8067.954704,8049.85431,8031.836463,7583.52778,7304.85454,7366.889144,7404.732821,7472.839819,7507.532936,7566.35296,7849.704704,7928.592961,7991.424129,7864.954753,7897.785082,7892.130855,7916.869638,7858.798454,7820.221554,7691.516037,7789.734745,7761.202583,7764.921563,7667.161859,7686.510255,7625.17667,7465.253158,7323.164745,7188.950986,7344.965592,7340.671111,7495.779252,7559.648611,7694.449802,7816.043667,7847.73056,7891.601332,7879.516102,7832.57625,7933.155065,7856.084588,7895.491711,7880.909507,7839.032861,7872.10472,7743.718915,7751.586488,7595.819038,7440.649399,7274.820139,7247.099285
20090621,7056.260321,6825.103889,6880.519795,6753.414778,6630.903002,6507.809129,6413.035279,6336.169375,6225.192451,6189.256958,6062.095099,6029.118882,5931.981045,5713.899728,5837.083035,5713.282517,5716.729606,5540.731933,5597.769679,5547.583043,5510.877467,5531.526924,5307.150501,5153.023709,5196.211892,5137.227162,5170.980543,5141.025682,5088.635691,5233.336702,5278.056127,5407.925353,5604.209218,5988.127846,6193.541448,6395.971233,6536.108297,6675.531538,6847.657262,7004.161233,7157.688759,7229.430929,7292.821496,7441.22296,7522.503528,7637.729828,7624.002582,7578.857812,7340.918849,7181.112804,7185.492936,7128.854054,7157.548594,7437.425313,7438.544984,7613.766851,7630.366267,7630.773182,7699.012779,7643.280847,7673.952344,7612.236094,7621.889243,7628.153503,7597.746719,7627.595559,7512.542986,7481.55847,7537.935937,7518.528759,7475.876792,7369.467113,7245.614991,7185.903149,7200.523668,7141.859038,7212.510346,7276.635979,7560.583594,7650.836274,7693.466998,7716.681135,7660.011892,7809.221851,7731.531932,7797.274943,7776.779425,7861.863848,7798.394129,7932.56676,7860.848355,7789.134606,7730.319432,7495.76412,7442.282879,7273.887484
20090622,7175.728528,6968.653898,6850.615568,6781.711521,6622.276307,6583.490469,6406.307747,6301.370625,6338.195123,6166.017213,6173.287072,6009.049679,5850.678264,5887.300905,5851.183537,5753.600567,5740.986299,5688.83648,5620.089088,5635.60579,5627.275139,5553.283248,5490.575658,5322.441193,5347.483586,5280.783767,5366.439326,5382.855412,5320.824688,5518.341908,5645.424227,5839.285905,6295.335576,6887.129375,7356.644877,7814.380214,8072.171973,8349.568208,8475.139655,8643.357928,8876.9413,9037.671464,9075.923996,9033.271447,9141.943651,9302.906809,9367.946958,9110.848652,8752.634539,8446.569178,8531.753996,8492.023766,8488.748076,8568.145098,8764.278322,8865.476579,8852.118224,8899.877435,8878.306381,8828.174162,8784.416201,8759.729507,8807.105083,8843.732089,8658.284967,8744.638635,8763.103652,8701.575,8578.683372,8541.329836,8311.895542,8058.839129,7891.070839,7814.635033,7848.517812,7892.206612,7836.127517,8130.784902,8237.679096,8217.397269,8206.738618,8196.987402,8158.805098,8173.831562,8240.000888,8144.658618,8110.335362,8110.043586,8034.245361,7953.040938,7846.062451,7722.410634,7691.738264,7296.492073,7263.355806,7132.703208
20090623,6817.61384,6819.286217,6618.086974,6552.365691,6452.160132,6285.625682,6232.301193,6181.227007,6085.88755,5965.742089,5841.903256,5825.286283,5889.155642,5789.312475,5646.965945,5610.040082,5531.267352,5613.834819,5487.938519,5503.540872,5449.351628,5311.887787,5356.273338,5254.81968,5234.438331,5145.135378,5048.517558,5150.347188,5275.507549,5376.018076,5561.882492,5641.718536,6294.757262,6955.354325,7363.257755,7541.148092,7718.955979,8066.272336,7989.460461,8243.159111,8246.802237,8318.712023,8437.323914,8507.876185,8669.36227,8731.715131,8701.397878,8467.637287,8142.001497,7742.703519,7762.419351,7765.158922,7691.739622,7827.189161,7939.945065,8110.651776,8115.867369,8090.129292,8133.915674,8293.927747,8232.598042,8313.555115,8348.502566,8277.819539,8396.99694,8413.172369,8503.139869,8453.362088,8273.8438,8333.685428,8106.516957,7931.63556,7766.175773,7596.249621,7746.236259,7791.712187,7822.846859,8027.82852,8073.62028,8037.341892,8121.712977,8120.663437,8095.640444,8104.011447,8037.599621,8110.584458,8054.119885,8034.735987,7951.176792,7761.033512,7804.683997,7701.82704,7550.366875,7266.738972,7111.334399,6917.667788
20090624,6781.314597,6665.671003,6447.445641,6421.428495,6281.01954,6132.442894,6157.942254,6043.881603,5975.298141,5770.489334,5779.290823,5697.341925,5689.486283,5620.530535,5607.806463,5461.520666,5416.30819,5367.802952,5328.048084,5312.138338,5213.217738,5193.654293,5139.025542,5181.833873,5101.895979,5132.402188,5056.541883,5206.812731,5256.481678,5320.889096,5430.85625,5631.274449,6131.329334,6827.590387,7061.662154,7557.05454,7773.793668,7998.88954,8133.961167,8247.245527,8448.097122,8539.38421,8500.86648,8639.190905,8683.542894,8843.061431,8871.984309,8721.371924,8478.694802,8033.573733,8124.681662,7993.431447,8039.879606,8173.751052,8333.199458,8426.843355,8446.724572,8414.555395,8422.612894,8555.848602,8413.00194,8355.501892,8433.526267,8374.759787,8309.240361,8234.985115,8291.682779,8317.528914,8196.565937,8214.740148,8074.950247,7861.121119,7633.596464,7464.233882,7598.113767,7712.189162,7753.276422,7806.428833,7888.902598,7950.517483,7918.102993,8008.54977,7866.230691,7940.831645,7968.592269,7956.690757,7891.855181,7780.471924,7761.286488,7709.396629,7629.171809,7540.980379,7372.410675,7110.138486,6899.861595,6846.284227
20090625,6701.129062,6446.131776,6478.994309,6385.625213,6213.465345,6079.112779,5938.091851,5874.344712,5904.316645,5866.156554,5743.197705,5708.949236,5555.354392,5622.345017,5477.430412,5485.699177,5417.857377,5347.964318,5340.306168,5251.024943,5246.806316,5190.325641,5234.872212,5078.585715,5060.732089,5072.940412,5028.882624,5105.76463,5219.607516,5272.439827,5501.68468,5729.890954,6126.697681,6937.764054,7221.504186,7628.680213,7901.049326,7874.468125,8024.378618,8194.496151,8258.60801,8358.659145,8224.608734,8303.000642,8412.789704,8430.204211,8329.17648,8152.590987,7757.556644,7422.721859,7440.164787,7316.359128,7295.254547,7348.580394,7457.91472,7680.008248,7733.561463,7780.039983,7802.200797,7781.50963,7883.628223,7921.272565,7966.226924,7962.891579,8253.204819,8003.845658,8043.433783,8019.384573,7984.643635,7837.712303,7715.8513,7479.385379,7343.986571,7206.05616,7240.784391,7301.586028,7367.517122,7487.443363,7562.219111,7572.01,7556.884111,7638.101241,7670.179432,7587.959613,7577.181167,7473.286892,7451.736596,7466.243528,7371.742927,7287.683503,7198.409359,6952.488363,6846.551365,6552.570361,6511.958207,6239.948964
20090626,6189.11398,6021.448898,5807.629761,5831.607385,5635.959646,5669.395255,5514.86407,5394.133602,5352.664162,5288.339679,5218.633248,5115.319712,4994.563248,5073.407467,4924.370362,4956.501127,4881.83722,4891.539063,4869.372623,4793.569063,4770.386645,4707.852879,4657.858109,4669.644482,4701.560683,4708.304802,4799.998223,4791.087221,4963.999712,5077.539473,5209.200386,5471.832639,5874.990247,6680.527911,7004.699292,7377.118667,7587.921686,7780.955469,7943.289819,8161.775723,8357.10375,8351.762154,8384.410608,8473.780394,8534.077631,8682.45727,8671.163075,8314.103553,7946.679096,7678.519589,7736.486595,7663.178651,7620.977443,7701.166373,7909.891167,8088.41569,8102.278833,8132.586677,8190.155789,8195.338208,8073.66005,8141.453059,8111.578223,8037.988882,8124.655181,8143.557862,8089.353486,8089.86778,8064.52653,7917.948569,7796.029366,7634.342491,7472.349096,7391.394351,7376.14954,7487.308339,7449.967122,7550.87079,7580.121431,7508.250542,7590.506736,7546.908922,7528.777779,7490.858733,7374.77796,7472.714786,7400.78463,7328.186629,7231.19662,7024.211036,6940.558915,6987.701497,6764.670658,6524.971727,6275.701127,6256.854318
20090627,6133.472549,5835.54704,5817.498832,5684.482829,5555.919902,5583.051093,5360.123462,5354.02449,5285.616792,5133.321069,5137.494688,5093.178783,5089.836842,4965.592549,4928.0713,4899.90444,4860.449787,4846.39148,4690.775156,4815.893807,4692.006571,4781.080798,4565.243479,4479.440674,4648.142977,4527.998874,4691.546694,4586.274243,4714.537731,4828.188848,4927.156299,5077.208412,5522.751431,5896.400863,6244.456554,6396.208495,6592.255486,6823.871892,6896.950625,6934.349654,7260.728076,7288.391118,7442.608314,7480.54579,7456.43838,7628.950649,7643.417714,7475.282861,7171.894021,6774.099252,6784.04699,6790.49458,6815.679951,6809.240024,6809.908257,6944.446481,7056.849111,6957.909111,7020.194654,6896.003323,6866.879655,6942.39949,7010.481365,6958.744087,6990.218356,6950.28074,7058.594432,7050.189285,7064.269029,7107.701167,7003.517056,6822.853101,6757.403224,6573.148717,6572.670313,6684.464753,6625.608257,6719.640057,6846.12699,6769.999547,6808.209787,6710.458134,6764.885707,6754.632031,6711.315905,6660.036661,6556.237155,6533.954606,6529.119835,6363.698363,6374.062328,6101.875963,6087.182985,5791.196603,5771.42907,5574.986998
