date,Area1_daily_max_MW,Area1_daily_min_MW,Area1_peak_valley_MW,Area1_load_factor,Area1_daily_mean_MW,Area2_daily_max_MW,Area2_daily_min_MW,Area2_peak_valley_MW,Area2_load_factor,Area2_daily_mean_MW
20140804,11724.250912,6061.742464,5662.508448,0.77743383,9114.829344,12980.073504,7456.346521,5523.726983,0.81701557,10604.922145
20140805,11991.594976,6925.480960,5066.114016,0.79794751,9568.663359,13180.234556,7729.859458,5450.375098,0.81884397,10792.555582
20140806,11828.187808,7016.193952,4811.993856,0.80467559,9517.853962,12875.060625,7472.927410,5402.133215,0.81454592,10487.328046
20140807,11748.759040,6922.360960,4826.398080,0.80001329,9399.163351,12431.710970,7340.019950,5091.691020,0.82543659,10261.589140
20140808,11896.866208,6758.678560,5138.187648,0.79578760,9467.378573,12685.458799,6900.923939,5784.534860,0.80808613,10250.943292
20140809,11362.410592,6885.926368,4476.484224,0.80566014,9154.241301,11638.466892,7265.016349,4373.450543,0.85360439,9934.646470
20140810,8822.225344,6484.428448,2337.796896,0.87940821,7758.337439,10566.247516,7268.587986,3297.659530,0.88590889,9360.732599
20140811,11944.990048,6149.039680,5795.950368,0.77578492,9266.743207,12671.765115,7283.425979,5388.339136,0.82096921,10403.128952
20140812,11897.079040,7056.908608,4840.170432,0.79792552,9492.983008,12984.832615,7826.292105,5158.540510,0.80927287,10508.272704
20140813,11316.836896,6382.252192,4934.584704,0.77928801,8819.075303,12003.207747,6753.540781,5249.666966,0.78279688,9396.073565
20140814,11306.976256,6171.999040,5134.977216,0.78146425,8835.997758,11656.772829,6343.244458,5313.528371,0.79803394,9302.500380
20140815,11576.301280,6275.432512,5300.868768,0.78079940,9038.769048,11999.489737,6425.688347,5573.801390,0.79510515,9540.856044
20140816,10989.960640,6429.277216,4560.683424,0.79303755,8715.451450,10888.786678,6407.093059,4481.693619,0.82595103,8993.604592
20140817,8738.140960,6085.851712,2652.289248,0.86033796,7517.754358,10024.764901,6396.577483,3628.187418,0.87138870,8735.466903
20140818,11844.580960,5938.289728,5906.291232,0.77279592,9153.443788,12695.898618,6878.138833,5817.759785,0.81682265,10370.297537
20140819,11808.341920,7027.158400,4781.183520,0.78964035,9324.343247,12906.981579,7641.211061,5265.770518,0.78097133,10079.982579
20140820,10738.607488,6091.668928,4646.938560,0.78300144,8408.345074,11063.234194,6202.153593,4861.080601,0.79111870,8752.331412
20140821,11222.663104,5800.098880,5422.564224,0.76609151,8597.586869,11471.518931,5763.063693,5708.455238,0.78071145,8955.946176
20140822,11147.715616,6189.709408,4958.006208,0.78621648,8764.517727,11903.211611,6181.074038,5722.137573,0.77490315,9223.836159
20140823,10833.335296,6151.287808,4682.047488,0.79008987,8559.308433,11001.681777,6272.321259,4729.360518,0.82026203,9024.261811
20140824,8588.659360,5978.645344,2610.014016,0.85715487,7361.811208,10077.487796,6456.179424,3621.308372,0.86409637,8707.920623
20140825,11706.806848,5679.257536,6027.549312,0.76248464,8926.260377,12489.404145,6614.060213,5875.343932,0.80135691,10008.470352
20140826,11807.650912,6740.557216,5067.093696,0.79533164,9390.998313,12755.980806,7363.332154,5392.648652,0.82066732,10468.416602
20140827,11830.613152,6884.978560,4945.634592,0.79870453,9449.164280,12821.859326,7477.237993,5344.621333,0.82290523,10551.175146
20140828,11823.340000,6932.101120,4891.238880,0.80083641,9468.561102,12805.940559,7527.413668,5278.526891,0.81880836,10485.611125
20140829,11842.773472,6911.789728,4930.983744,0.79987623,9472.753051,12790.278454,7391.546932,5398.731522,0.81938432,10480.153665
20140830,11133.829408,6839.655136,4294.174272,0.80929388,9010.539982,11781.981496,7539.551472,4242.430024,0.85469604,10070.012966
20140831,8524.867168,6269.987968,2254.879200,0.86172085,7346.055781,10529.043651,7380.735312,3148.308339,0.85900558,9044.507299
20140901,11156.075296,5368.685824,5787.389472,0.76337595,8516.279526,12296.363766,6421.134391,5875.229375,0.79448394,9769.263485
20140902,11585.051872,6410.399680,5174.652192,0.79076711,9161.077949,12680.691152,7164.662089,5516.029063,0.81793877,10372.028876
20140903,11824.958080,6838.887328,4986.070752,0.80121964,9474.388597,12898.926020,7554.505962,5344.420058,0.82426432,10632.124456
20140904,11893.600960,6946.121440,4947.479520,0.80270822,9547.091248,12754.527746,7452.232557,5302.295189,0.83195680,10611.216029
20140905,11775.484384,7069.632352,4705.852032,0.78207485,9209.310216,12508.495394,7924.486563,4584.008831,0.81868373,10240.501720
20140906,10734.942784,6303.954016,4430.988768,0.79727481,8558.699426,11055.855016,6720.895625,4334.959391,0.84646772,9358.424346
20140907,7954.433632,5948.418400,2006.015232,0.86873001,6910.255171,9994.416414,7014.395412,2980.021002,0.87738519,8768.952984
20140908,6028.771552,4302.492832,1726.278720,0.81568465,4917.576441,8281.387878,6179.109885,2102.277993,0.87790015,7270.231670
20140909,10870.663744,3852.543904,7018.119840,0.71869009,7812.638259,11908.315460,5709.459359,6198.856101,0.77974195,9285.413160
20140910,11489.797216,6348.189088,5141.608128,0.79045286,9082.143046,12490.317303,6966.711085,5523.606218,0.81351485,10161.058612
20140911,11616.628768,6684.393472,4932.235296,0.80048938,9298.987943,12711.127812,7478.402672,5232.725140,0.82606081,10500.164593
20140912,11428.926208,6730.705984,4698.220224,0.79532344,9089.692868,12765.273503,7601.595970,5163.677533,0.80526870,10279.475256
20140913,11091.143104,6373.450048,4717.693056,0.78939173,8755.256687,11482.598174,6962.804507,4519.793667,0.82913811,9520.659705
20140914,9181.135936,6105.430048,3075.705888,0.84035725,7715.434138,10630.508076,6779.408741,3851.099335,0.86593367,9205.314851
20140915,11645.314336,5946.830752,5698.483584,0.76892946,8954.425208,12971.105757,7191.266085,5779.839672,0.80409169,10429.958356
20140916,11019.115936,6385.248928,4633.867008,0.78760548,8678.716125,11866.952138,7116.725271,4750.226867,0.80520010,9555.271040
20140917,11203.980640,6039.479680,5164.500960,0.78103283,8750.676682,12114.473537,6340.782113,5773.691424,0.78413543,9499.387890
20140918,11484.510592,6252.009088,5232.501504,0.78612887,9028.305358,12435.044375,6579.645971,5855.398404,0.79732491,9914.770680
20140919,11757.929728,6657.498880,5100.430848,0.79693569,9370.313867,12788.591333,7100.799326,5687.792007,0.81249209,10390.629350
20140920,10914.515296,6760.767808,4153.747488,0.80287469,8762.988031,10865.367483,6929.320592,3936.046891,0.83418544,9063.731385
20140921,8232.120640,5703.112192,2529.008448,0.84227850,6933.738197,8828.903602,5836.224391,2992.679211,0.86144251,7605.592843
20140922,10903.147168,5067.214816,5835.932352,0.75140842,8192.716639,11112.919243,5393.913800,5719.005443,0.78004778,8668.607992
20140923,10971.061600,5860.634656,5110.426944,0.77831117,8538.899818,11291.797040,5880.323404,5411.473636,0.79066577,8928.037395
20140924,11153.924704,6113.901280,5040.023424,0.78418103,8746.696139,11476.028849,6096.019588,5380.009261,0.79967117,9177.049407
20140925,11346.385024,6306.430432,5039.954592,0.78976433,8960.970210,11947.790871,6448.956028,5498.834843,0.79893352,9545.490653
20140926,11415.745024,6473.783584,4941.961440,0.79456501,9070.551600,12187.908454,6730.579523,5457.328931,0.80381790,9796.859033
20140927,11251.840960,6547.089088,4704.751872,0.79760474,8974.521684,11270.509129,6952.766365,4317.742764,0.84304875,9501.588684
20140928,10300.950592,6420.181600,3880.768992,0.81621547,8407.795197,11684.703882,6831.131760,4853.572122,0.82212298,9606.263538
20140929,11274.056896,6263.770048,5010.286848,0.79425304,8954.454006,12159.493371,6943.509655,5215.983716,0.82084297,9981.034649
20140930,10878.967168,6566.456416,4312.510752,0.77400402,8420.364339,12153.367336,7244.984588,4908.382748,0.80038426,9727.363894
20141001,6561.001600,3894.723232,2666.278368,0.73140265,4798.733982,8662.729507,5894.460378,2768.269129,0.81770061,7083.519161
20141002,5395.132672,3394.698208,2000.434464,0.84624585,4565.608613,8125.214095,5241.735156,2883.478939,0.85714950,6964.523211
20141003,6144.498400,3740.408800,2404.089600,0.85180659,5233.924229,8369.557483,5179.383750,3190.173733,0.86290854,7222.162625
20141004,8400.347488,4183.884064,4216.463424,0.78115290,6561.955825,9112.803881,5489.803635,3623.000246,0.84350591,7686.703903
20141005,8578.022464,5045.022784,3532.999680,0.80590390,6913.061734,8857.795246,5578.120971,3279.674275,0.85016937,7530.626207
20141006,10044.640000,5051.414656,4993.225344,0.76679991,7702.229017,9298.216859,5204.031644,4094.185215,0.82169935,7640.338743
20141007,10055.464384,5519.165824,4536.298560,0.78128947,7856.228471,9304.375098,5313.341817,3991.033281,0.82497054,7675.835311
20141008,10135.604704,5456.775136,4678.829568,0.77756599,7881.101512,10094.387039,5226.211373,4868.175666,0.78787258,7953.090800
20141009,10324.733152,5575.479520,4749.253632,0.77638830,8016.002057,10163.477714,5300.596308,4862.881406,0.79477567,8077.684848
20141010,10221.896896,5595.909568,4625.987328,0.78128340,7986.198384,10158.270560,5359.615279,4798.655281,0.80094269,8136.192527
20141011,10221.417856,5617.553632,4603.864224,0.77565409,7928.284586,10213.444063,5418.130723,4795.313340,0.79909242,8161.485698
20141012,8157.102784,5469.808288,2687.294496,0.83328449,6797.187241,8724.674095,5460.657269,3264.016826,0.84232606,7349.020349
20141013,10100.516896,4851.856576,5248.660320,0.75576902,7633.657802,9824.776315,5036.288380,4788.487935,0.79057906,7767.262444
20141014,9959.242144,5374.169728,4585.072416,0.77734670,7741.784001,9679.993339,5066.211037,4613.782302,0.79442827,7690.060350
20141015,9915.386848,5329.014976,4586.371872,0.77591478,7693.495212,9627.828388,5001.883741,4625.944647,0.79550601,7658.995302
20141016,9990.722464,5374.152832,4616.569632,0.77512831,7744.091831,9930.565000,5062.213182,4868.351818,0.78523617,7797.838846
20141017,9968.843104,5326.287328,4642.555776,0.77542705,7730.110643,9982.624803,5064.619655,4918.005148,0.78576228,7843.970020
20141018,9560.813152,5372.500960,4188.312192,0.78330057,7488.990380,9319.169441,5103.201308,4215.968133,0.80700436,7520.610368
20141019,7594.665184,5093.405344,2501.259840,0.83199774,6318.744235,8637.078536,5057.903084,3579.175452,0.82141951,7094.664811
20141020,10372.987168,4542.431392,5830.555776,0.74408628,7718.397469,10566.748618,4983.609523,5583.139095,0.77657680,8205.891852
20141021,10712.050912,5694.503584,5017.547328,0.77718296,8325.223411,11128.321776,5715.197879,5413.123897,0.78364033,8720.601765
20141022,10450.447168,5840.860000,4609.587168,0.78602401,8214.302374,10391.264754,5589.189835,4802.074919,0.79997582,8312.760492
20141023,9952.480000,5654.308288,4298.171712,0.79149302,7877.318405,9760.846234,5398.580082,4362.266152,0.80178110,7826.062066
20141024,9988.972192,5506.926208,4482.045984,0.78426443,7833.995604,9736.944852,5096.574753,4640.370099,0.80147242,7803.892770
20141025,9595.081600,5391.034816,4204.046784,0.78344783,7517.245888,9302.694573,5137.406127,4165.288446,0.80888055,7524.768664
20141026,7680.726208,5122.265824,2558.460384,0.83336185,6400.824173,8715.701595,5031.490469,3684.211126,0.80932146,7053.804349
20141027,10289.545024,4674.284704,5615.260320,0.74818782,7698.512278,10336.880346,4885.265394,5451.614952,0.77865823,8048.896988
20141028,10134.795616,5479.617376,4655.178240,0.77965770,7901.671416,10229.118487,5304.159991,4924.958496,0.79314917,8113.216884
20141029,10323.816256,5541.905344,4781.910912,0.77569978,8008.182050,10466.712615,5425.885970,5040.826645,0.79133939,8282.721974
20141030,10289.099680,5578.865824,4710.233856,0.77961214,8021.506985,10479.815181,5482.593043,4997.222138,0.79025324,8281.707930
20141031,10032.943744,5544.402304,4488.541440,0.78165678,7842.318512,10373.643734,5393.398051,4980.245683,0.78375323,8130.376807
20141101,9277.877536,5293.823584,3984.053952,0.78271837,7261.965198,9510.649769,5310.102599,4200.547170,0.80504424,7656.493829
20141102,6778.602784,4577.497696,2201.105088,0.84620140,5736.063174,8081.924935,5191.395066,2890.529869,0.83325355,6734.292608
20141103,9080.948128,3919.802944,5161.145184,0.74687266,6782.311918,8860.624736,4270.284424,4590.340312,0.78878507,6989.128469
20141104,9266.029408,4993.692352,4272.337056,0.78271404,7252.651347,8949.715065,4672.663898,4277.051167,0.79869496,7148.092309
20141105,9540.623104,5118.237856,4422.385248,0.77979419,7439.722511,9276.333174,4745.091858,4531.241316,0.79448470,7369.904804
20141106,9571.609408,5243.345344,4328.264064,0.78270422,7491.739028,9020.291004,4839.069144,4181.221860,0.80203599,7234.598037
20141107,9330.063424,5135.207488,4194.855936,0.78788045,7350.974571,8935.823404,4636.679129,4299.144275,0.79640725,7116.554530
20141108,8934.409408,5055.459520,3878.949888,0.77999992,6968.838656,8340.243404,4557.441381,3782.802023,0.80147171,6684.469149
20141109,6924.505984,4669.590592,2254.915392,0.83481543,5780.684435,7954.104737,4330.127410,3623.977327,0.78171015,6217.804446
20141110,9219.892192,4151.307328,5068.584864,0.75239752,6937.024029,8869.353766,4231.518956,4637.834810,0.78286480,6943.504836
20141111,9297.266848,5039.565184,4257.701664,0.78461274,7294.753982,8989.653651,4613.060017,4376.593634,0.79379602,7135.951313
20141112,9262.500640,5077.452352,4185.048288,0.78592573,7279.637616,8875.902236,4609.213191,4266.689045,0.79848483,7087.273321
20141113,9200.171872,5046.385504,4153.786368,0.78698108,7240.361184,8927.921299,4626.469588,4301.451711,0.79159532,7067.300748
20141114,9148.137856,5038.189408,4109.948448,0.78747495,7203.929371,8767.730164,4579.513537,4188.216627,0.79884346,7004.043911
20141115,8740.392832,4969.661920,3770.730912,0.78328366,6846.206856,8409.176842,4511.936644,3897.240198,0.80148195,6739.803481
20141116,6586.887808,4518.811072,2068.076736,0.83801401,5519.904243,7802.666785,4289.800921,3512.865864,0.79173743,6177.663334
20141117,9028.193152,3879.820480,5148.372672,0.74942283,6765.934042,8876.872236,4105.210115,4771.662121,0.77117913,6845.658615
20141118,9109.968448,4930.464064,4179.504384,0.78750461,7174.142194,8869.235329,4472.457838,4396.777491,0.78994172,7006.179012
20141119,9118.420000,4982.845504,4135.574496,0.78916714,7195.957452,8897.692122,4558.205838,4339.486284,0.79170586,7044.354970
20141120,9155.295616,5014.510048,4140.785568,0.78855769,7219.478800,8977.695394,4487.770937,4489.924457,0.78646600,7060.652169
20141121,9175.479040,5013.451552,4162.027488,0.78855044,7235.328013,8898.273734,4570.814868,4327.458866,0.79839240,7104.314096
20141122,8942.858080,5007.532672,3935.325408,0.78372771,7008.765659,8522.608060,4542.260493,3980.347567,0.80638579,6872.510013
20141123,7039.316416,4707.294016,2332.022400,0.83303956,5864.029069,8146.914935,4440.097377,3706.817558,0.78620323,6405.130859
20141124,9447.367168,4218.061600,5229.305568,0.74949573,7080.761334,9206.927928,4298.341965,4908.585963,0.77973005,7178.918378
20141125,9462.940960,5141.008768,4321.932192,0.78506248,7428.999898,9446.685641,4733.313536,4713.372105,0.78747908,7439.067313
20141126,9395.159680,5146.739200,4248.420480,0.78616363,7386.132818,9190.321431,4653.192894,4537.128537,0.79271575,7285.312561
20141127,9414.708448,5091.301600,4323.406848,0.78346740,7376.117188,9385.857911,4766.707920,4619.149991,0.79348409,7447.528912
20141128,9453.638080,5120.229088,4333.408992,0.78400161,7411.667459,9407.054836,4829.718635,4577.336201,0.79432782,7472.285321
20141129,9057.151552,5138.516416,3918.635136,0.77906451,7056.105330,8862.240756,4832.327450,4029.913306,0.80986233,7177.194959
20141130,6592.187488,4580.901280,2011.286208,0.84387852,5563.005402,8343.751118,4607.109358,3736.641760,0.78767280,6572.145824
20141201,8594.407168,3723.242944,4871.164224,0.75038749,6449.135627,8541.913388,4064.313363,4477.600025,0.76910618,6569.638369
20141202,8955.685984,4733.876896,4221.809088,0.78147004,6998.600267,8761.187417,4265.038470,4496.148947,0.77899660,6824.935176
20141203,9002.762464,4874.905504,4127.856960,0.78634063,7079.237940,8963.135888,4429.855050,4533.280838,0.78085812,6998.937408
20141204,9073.794976,4949.853952,4123.941024,0.78985583,7166.989861,9003.394671,4458.479556,4544.915115,0.78173236,7038.245008
20141205,9103.157536,4948.360960,4154.796576,0.78617406,7156.666283,8976.450690,4522.742056,4453.708634,0.78591546,7054.731345
20141206,8742.841600,4875.327808,3867.513792,0.78191286,6836.140296,8341.267336,4444.318914,3896.948422,0.80272702,6695.760693
20141207,6897.678400,4584.390112,2313.288288,0.83258965,5742.935664,8313.718948,4319.388734,3994.330214,0.76550853,6364.222747
20141208,8899.703104,4064.904544,4834.798560,0.76220875,6783.431559,9070.951776,4148.771069,4922.180707,0.76182112,6910.442606
20141209,9011.366848,4889.382784,4121.984064,0.78856113,7106.013664,9013.213108,4538.810494,4474.402614,0.78393165,7065.743000
20141210,9039.853792,4957.948288,4081.905504,0.79101584,7150.667515,8951.082862,4566.471596,4384.611266,0.78721507,7046.427339
20141211,9023.353792,4971.811552,4051.542240,0.79134614,7140.596225,8993.022073,4554.407221,4438.614852,0.78517034,7061.054157
20141212,9060.282784,4956.332032,4103.950752,0.79003205,7157.913763,9043.869473,4550.264351,4493.605122,0.78623432,7110.600573
20141213,8736.894016,4918.459840,3818.434176,0.78462531,6855.188200,8588.105855,4550.599680,4037.506175,0.79917820,6863.426955
20141214,6688.216096,4505.642464,2182.573632,0.83432582,5580.151347,8126.978816,4350.324071,3776.654745,0.77490777,6297.659038
20141215,8909.042464,3901.020160,5008.022304,0.75626914,6737.633872,8941.667072,4085.324630,4856.342442,0.76829413,6869.830353
20141216,8885.718400,4811.979040,4073.739360,0.78943146,7014.665662,8981.455987,4464.464844,4516.991143,0.78097170,7014.262975
20141217,9030.537856,4833.214336,4197.323520,0.78558371,7094.243410,9203.275296,4518.590165,4684.685131,0.77984401,7177.119098
20141218,9084.294976,4852.912192,4231.382784,0.78880793,7165.763925,9285.162599,4675.073766,4610.088833,0.78626180,7300.568688
20141219,9193.457536,4854.852352,4338.605184,0.78339754,7202.132050,9296.042895,4662.709079,4633.333816,0.79207993,7363.208980
20141220,8626.000960,4761.836896,3864.164064,0.78303770,6754.483963,8719.769096,4691.537673,4028.231423,0.80164416,6990.151934
20141221,6910.726528,4450.887808,2459.838720,0.82311747,5688.339731,8360.681595,4433.718463,3926.963132,0.78163166,6534.973451
20141222,8891.494336,4035.111232,4856.383104,0.75706618,6731.449681,8855.632631,4281.517121,4574.115510,0.78918881,6988.766188
20141223,9112.796896,4789.606528,4323.190368,0.78740286,7175.442311,9354.134934,4501.800823,4852.334111,0.77439342,7243.780497
20141224,9041.502784,4830.504064,4210.998720,0.78480230,7095.792178,9101.666826,4579.500830,4522.165996,0.78909354,7182.066521
20141225,9055.009408,4861.555456,4193.453952,0.78654160,7122.141599,9067.803059,4557.769532,4510.033527,0.78694425,7135.855499
20141226,8960.655616,4805.517856,4155.137760,0.78938305,7073.389654,8958.888355,4529.986792,4428.901563,0.79106665,7087.077828
20141227,8899.329088,4826.893792,4072.435296,0.77678628,6912.876737,8751.270428,4460.775740,4290.494688,0.78922129,6906.688971
20141228,7501.186048,4616.671072,2884.514976,0.81033760,6078.493122,8480.166777,4356.945000,4123.221777,0.77326913,6557.451155
20141229,8738.955616,4224.259840,4514.695776,0.76748795,6707.043100,9010.524753,4238.837121,4771.687632,0.76986420,6936.880418
20141230,8479.017856,4578.106048,3900.911808,0.78161215,6627.303336,8780.473733,4455.129564,4325.344169,0.78566034,6898.469963
20141231,7797.769888,4313.017216,3484.752672,0.75411696,5880.430551,8059.246529,4297.719613,3761.526916,0.80588192,6494.801036
